STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,CEN23_TBT_IND_003,Variable codes,CEN23_TBT_GEO_006,Area,CEN23_YEAR_001,Census year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra00,No religion,015,Matamata-Piako District,2023,2023,20559,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra05,Judaism,068,Waitaki District,2023,2023,18,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra08,"Other Religions, Beliefs and Philosophies",051,Tasman District,2013,2013,174,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,raTotal,Religious affiliation (total responses) - total census usually resident population count,044,Porirua City,2013,2013,51717,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra01,Buddhism,052,Nelson City,2018,2018,597,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra05,Judaism,053,Marlborough District,2023,2023,36,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra08,"Other Religions, Beliefs and Philosophies",072,Clutha District,2013,2013,42,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra80,Object to answering,021,Taupo District,2023,2023,3126,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra80,Object to answering,003,Kaipara District,2023,2023,2211,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra80,Object to answering,065,Mackenzie District,2013,2013,144,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra02,Christian,017,Waipa District,2013,2013,21630,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra03,Hinduism,015,Matamata-Piako District,2013,2013,195,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra03,Hinduism,038,Rangitikei District,2023,2023,54,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,raTotal,Religious affiliation (total responses) - total census usually resident population count,030,Hastings District,2023,2023,85965,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra05,Judaism,018,Ōtorohanga District,2018,2018,3,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra05,Judaism,025,Whakatane District,2018,2018,12,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra03,Hinduism,023,Tauranga City,2023,2023,2307,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra08,"Other Religions, Beliefs and Philosophies",047,Wellington City,2023,2023,3771,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra07,Spiritualism and New Age Religions,003,Kaipara District,2018,2018,114,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra07,Spiritualism and New Age Religions,047,Wellington City,2018,2018,933,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,raTotal,Religious affiliation (total responses) - total census usually resident population count,052,Nelson City,2018,2018,50880,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra04,Islam,001,Far North District,2018,2018,111,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra03,Hinduism,040,Palmerston North City,2023,2023,1953,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra04,Islam,030,Hastings District,2018,2018,390,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra00,No religion,074,Gore District,2013,2013,4266,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra06,"Māori Religions, Beliefs and Philosophies",001,Far North District,2018,2018,4077,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra08,"Other Religions, Beliefs and Philosophies",019,South Waikato District,2013,2013,96,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra04,Islam,039,Manawatu District,2023,2023,105,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra07,Spiritualism and New Age Religions,054,Kaikoura District,2023,2023,27,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,raTS,Total stated - religious affiliation,072,Clutha District,2013,2013,15675,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra02,Christian,033,New Plymouth District,2018,2018,28950,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra80,Object to answering,049,Carterton District,2018,2018,765,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,raTotal,Religious affiliation (total responses) - total census usually resident population count,999999,Total - New Zealand by territorial authority and Auckland local board,2023,2023,4993923,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra04,Islam,051,Tasman District,2023,2023,93,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra07,Spiritualism and New Age Religions,023,Tauranga City,2018,2018,582,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra07,Spiritualism and New Age Religions,049,Carterton District,2018,2018,36,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra06,"Māori Religions, Beliefs and Philosophies",044,Porirua City,2013,2013,693,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra01,Buddhism,065,Mackenzie District,2023,2023,51,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra04,Islam,071,Dunedin City,2013,2013,867,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra08,"Other Religions, Beliefs and Philosophies",024,Rotorua District,2023,2023,1344,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra00,No religion,043,Kapiti Coast District,2013,2013,20490,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra03,Hinduism,059,Waimakariri District,2018,2018,186,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra03,Hinduism,071,Dunedin City,2013,2013,843,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra02,Christian,035,South Taranaki District,2018,2018,9867,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,raTotal,Religious affiliation (total responses) - total census usually resident population count,067,Chatham Islands Territory,2018,2018,663,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra03,Hinduism,047,Wellington City,2023,2023,7752,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra99,Residual Categories,072,Clutha District,2013,2013,1242,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra05,Judaism,030,Hastings District,2023,2023,57,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,raTotal,Religious affiliation (total responses) - total census usually resident population count,070,Queenstown-Lakes District,2013,2013,28224,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,raTS,Total stated - religious affiliation,050,South Wairarapa District,2023,2023,11811,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra99,Residual Categories,047,Wellington City,2023,2023,0,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra99,Residual Categories,072,Clutha District,2018,2018,0,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,raTotal,Religious affiliation (total responses) - total census usually resident population count,063,Ashburton District,2023,2023,34746,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra08,"Other Religions, Beliefs and Philosophies",059,Waimakariri District,2023,2023,798,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,raTS,Total stated - religious affiliation,013,Waikato District,2013,2013,57381,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,raTotal,Religious affiliation (total responses) - total census usually resident population count,071,Dunedin City,2013,2013,120249,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra02,Christian,021,Taupo District,2023,2023,11580,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra99,Residual Categories,023,Tauranga City,2013,2013,8025,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,raTS,Total stated - religious affiliation,057,Westland District,2023,2023,8901,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra00,No religion,048,Masterton District,2018,2018,12831,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra07,Spiritualism and New Age Religions,062,Selwyn District,2023,2023,243,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra07,Spiritualism and New Age Religions,035,South Taranaki District,2018,2018,120,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra01,Buddhism,003,Kaipara District,2023,2023,99,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra00,No religion,063,Ashburton District,2018,2018,14943,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra05,Judaism,049,Carterton District,2013,2013,9,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra80,Object to answering,058,Hurunui District,2018,2018,1011,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra99,Residual Categories,054,Kaikoura District,2018,2018,0,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra08,"Other Religions, Beliefs and Philosophies",059,Waimakariri District,2018,2018,657,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra80,Object to answering,022,Western Bay of Plenty District,2023,2023,4701,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra02,Christian,999999,Total - New Zealand by territorial authority and Auckland local board,2013,2013,1858977,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra06,"Māori Religions, Beliefs and Philosophies",021,Taupo District,2023,2023,1776,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra01,Buddhism,999999,Total - New Zealand by territorial authority and Auckland local board,2013,2013,58407,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra01,Buddhism,070,Queenstown-Lakes District,2013,2013,363,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra02,Christian,070,Queenstown-Lakes District,2018,2018,11382,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra08,"Other Religions, Beliefs and Philosophies",012,Hauraki District,2018,2018,261,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra08,"Other Religions, Beliefs and Philosophies",050,South Wairarapa District,2018,2018,126,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra01,Buddhism,062,Selwyn District,2023,2023,549,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra05,Judaism,999999,Total - New Zealand by territorial authority and Auckland local board,2023,2023,5538,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,raTotal,Religious affiliation (total responses) - total census usually resident population count,040,Palmerston North City,2023,2023,87090,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra00,No religion,042,Horowhenua District,2023,2023,20640,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra07,Spiritualism and New Age Religions,055,Buller District,2023,2023,84,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra80,Object to answering,999,Area Outside Territorial Authority,2018,2018,12,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,raTS,Total stated - religious affiliation,036,Ruapehu District,2023,2023,13095,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra05,Judaism,027,Ōpōtiki District,2018,2018,0,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra08,"Other Religions, Beliefs and Philosophies",062,Selwyn District,2023,2023,1572,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,raTS,Total stated - religious affiliation,029,Wairoa District,2018,2018,8367,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra05,Judaism,017,Waipa District,2023,2023,36,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra07,Spiritualism and New Age Religions,038,Rangitikei District,2018,2018,63,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,raTS,Total stated - religious affiliation,055,Buller District,2023,2023,10446,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra06,"Māori Religions, Beliefs and Philosophies",025,Whakatane District,2023,2023,3396,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra03,Hinduism,016,Hamilton City,2023,2023,7653,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra01,Buddhism,003,Kaipara District,2013,2013,102,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra04,Islam,052,Nelson City,2013,2013,87,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra05,Judaism,063,Ashburton District,2013,2013,24,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra02,Christian,003,Kaipara District,2013,2013,8142,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra05,Judaism,016,Hamilton City,2013,2013,156,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra08,"Other Religions, Beliefs and Philosophies",074,Gore District,2023,2023,105,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,raTotal,Religious affiliation (total responses) - total census usually resident population count,069,Central Otago District,2018,2018,21558,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra99,Residual Categories,040,Palmerston North City,2018,2018,0,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra99,Residual Categories,063,Ashburton District,2018,2018,0,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra08,"Other Religions, Beliefs and Philosophies",030,Hastings District,2018,2018,1773,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra07,Spiritualism and New Age Religions,050,South Wairarapa District,2013,2013,66,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra80,Object to answering,056,Grey District,2018,2018,1140,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra80,Object to answering,048,Masterton District,2018,2018,2049,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra06,"Māori Religions, Beliefs and Philosophies",037,Whanganui District,2023,2023,1488,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra02,Christian,059,Waimakariri District,2023,2023,20577,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra00,No religion,038,Rangitikei District,2023,2023,8217,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra01,Buddhism,020,Waitomo District,2018,2018,27,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra01,Buddhism,048,Masterton District,2013,2013,117,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra80,Object to answering,039,Manawatu District,2018,2018,2631,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,raTotal,Religious affiliation (total responses) - total census usually resident population count,045,Upper Hutt City,2023,2023,45759,,,
DATAFLOW,STATSNZ:CEN23_TBT_008(1.0),"Totals by topic for individuals, (RC, TALB, UR, SA3, SA2, Ward, Health), 2013, 2018, and 2023 Censuses",I,ra06,"Māori Religions, Beliefs and Philosophies",030,Hastings District,2023,2023,2583,,,
