"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"KR","kr-si-gun-gu-2018-kostat-harmonised","si_gun_gu","kr-si-gun-gu-2018-kostat-harmonised:11220","11220","Seocho-gu",2005,370850,"KOSIS DT_1IN0505 table total 내국인 (명); 미상 (unknown) remains in the denominator.",231210,62.35,137705,37.13,,,,46.89,,,"kosis-dt-1in0505-religion-si-gun-gu-2005|southkorea-maps-kostat-municipalities-2018","full_count_census;unknown_category_in_denominator"
"KR","kr-si-gun-gu-2018-kostat-harmonised","si_gun_gu","kr-si-gun-gu-2018-kostat-harmonised:11220","11220","Seocho-gu",2015,408646,"KOSIS DT_1PM1502 table total 계; 2015 religion was collected in the 20% sample survey of the register-based census.",226816,55.5,181830,44.5,,,,46.89,,,"kosis-dt-1pm1502-religion-si-gun-gu-2015|southkorea-maps-kostat-municipalities-2018","sample_survey_20pct;register_based_census_sample_survey"
"KR","kr-si-gun-gu-2018-kostat-harmonised","si_gun_gu","kr-si-gun-gu-2018-kostat-harmonised:11230","11230","Gangnam-gu",2005,508108,"KOSIS DT_1IN0505 table total 내국인 (명); 미상 (unknown) remains in the denominator.",305284,60.08,194077,38.2,,,,39.39,,,"kosis-dt-1in0505-religion-si-gun-gu-2005|southkorea-maps-kostat-municipalities-2018","full_count_census;unknown_category_in_denominator"
"KR","kr-si-gun-gu-2018-kostat-harmonised","si_gun_gu","kr-si-gun-gu-2018-kostat-harmonised:11230","11230","Gangnam-gu",2015,525874,"KOSIS DT_1PM1502 table total 계; 2015 religion was collected in the 20% sample survey of the register-based census.",282347,53.69,243527,46.31,,,,39.39,,,"kosis-dt-1pm1502-religion-si-gun-gu-2015|southkorea-maps-kostat-municipalities-2018","sample_survey_20pct;register_based_census_sample_survey"
"KR","kr-si-gun-gu-2018-kostat-harmonised","si_gun_gu","kr-si-gun-gu-2018-kostat-harmonised:11240","11240","Songpa-gu",2005,577362,"KOSIS DT_1IN0505 table total 내국인 (명); 미상 (unknown) remains in the denominator.",330937,57.32,242735,42.04,,,,33.82,,,"kosis-dt-1in0505-religion-si-gun-gu-2005|southkorea-maps-kostat-municipalities-2018","full_count_census;unknown_category_in_denominator"
"KR","kr-si-gun-gu-2018-kostat-harmonised","si_gun_gu","kr-si-gun-gu-2018-kostat-harmonised:11240","11240","Songpa-gu",2015,616984,"KOSIS DT_1PM1502 table total 계; 2015 religion was collected in the 20% sample survey of the register-based census.",310746,50.37,306238,49.63,,,,33.82,,,"kosis-dt-1pm1502-religion-si-gun-gu-2015|southkorea-maps-kostat-municipalities-2018","sample_survey_20pct;register_based_census_sample_survey"
"KR","kr-si-gun-gu-2018-kostat-harmonised","si_gun_gu","kr-si-gun-gu-2018-kostat-harmonised:11250","11250","Gangdong-gu",2005,444258,"KOSIS DT_1IN0505 table total 내국인 (명); 미상 (unknown) remains in the denominator.",253085,56.97,189823,42.73,,,,24.54,,,"kosis-dt-1in0505-religion-si-gun-gu-2005|southkorea-maps-kostat-municipalities-2018","full_count_census;unknown_category_in_denominator"
"KR","kr-si-gun-gu-2018-kostat-harmonised","si_gun_gu","kr-si-gun-gu-2018-kostat-harmonised:11250","11250","Gangdong-gu",2015,432598,"KOSIS DT_1PM1502 table total 계; 2015 religion was collected in the 20% sample survey of the register-based census.",208975,48.31,223623,51.69,,,,24.54,,,"kosis-dt-1pm1502-religion-si-gun-gu-2015|southkorea-maps-kostat-municipalities-2018","sample_survey_20pct;register_based_census_sample_survey"
"KR","kr-si-gun-gu-2018-kostat-harmonised","si_gun_gu","kr-si-gun-gu-2018-kostat-harmonised:21010","21010","Jung-gu",2005,52199,"KOSIS DT_1IN0505 table total 내국인 (명); 미상 (unknown) remains in the denominator.",30706,58.82,21485,41.16,,,,3.02,,,"kosis-dt-1in0505-religion-si-gun-gu-2005|southkorea-maps-kostat-municipalities-2018","full_count_census;unknown_category_in_denominator"
"KR","kr-si-gun-gu-2018-kostat-harmonised","si_gun_gu","kr-si-gun-gu-2018-kostat-harmonised:21010","21010","Jung-gu",2015,43102,"KOSIS DT_1PM1502 table total 계; 2015 religion was collected in the 20% sample survey of the register-based census.",21820,50.62,21282,49.38,,,,3.02,,,"kosis-dt-1pm1502-religion-si-gun-gu-2015|southkorea-maps-kostat-municipalities-2018","sample_survey_20pct;register_based_census_sample_survey"
"KR","kr-si-gun-gu-2018-kostat-harmonised","si_gun_gu","kr-si-gun-gu-2018-kostat-harmonised:21020","21020","Seo-gu",2005,132734,"KOSIS DT_1IN0505 table total 내국인 (명); 미상 (unknown) remains in the denominator.",82285,61.99,50062,37.72,,,,14.12,,,"kosis-dt-1in0505-religion-si-gun-gu-2005|southkorea-maps-kostat-municipalities-2018","full_count_census;unknown_category_in_denominator"
"KR","kr-si-gun-gu-2018-kostat-harmonised","si_gun_gu","kr-si-gun-gu-2018-kostat-harmonised:21020","21020","Seo-gu",2015,109113,"KOSIS DT_1PM1502 table total 계; 2015 religion was collected in the 20% sample survey of the register-based census.",55633,50.99,53480,49.01,,,,14.12,,,"kosis-dt-1pm1502-religion-si-gun-gu-2015|southkorea-maps-kostat-municipalities-2018","sample_survey_20pct;register_based_census_sample_survey"
