Census Year,Subject population,Religious affiliation,Religious affiliation Code,Territorial authority,Territorial authority Code,Unit,Value,Value Unit,Value Label,Null Reason
2018,Census usually resident population,Islam (not elsewhere classified),Islam nec,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Judaism (not further defined),Judaism nfd,Ashburton,Ashburton District,Count,6,number,Number of people,
2018,Census usually resident population,Judaism (not further defined),Judaism nfd,Ashburton,Ashburton District,Percentage of total stated,0.01795170990037,percentage,% of people,
2018,Census usually resident population,Conservative Judaism,Conservative Judaism,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Conservative Judaism,Conservative Judaism,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Orthodox Judaism,Orthodox Judaism,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Orthodox Judaism,Orthodox Judaism,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Reformed Judaism,Reformed Judaism,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Reformed Judaism,Reformed Judaism,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,"Māori religions, beliefs and philosophies (not further defined)","Māori Religions, Beliefs and Philosophies nfd",Ashburton,Ashburton District,Count,3,number,Number of people,
2018,Census usually resident population,"Māori religions, beliefs and philosophies (not further defined)","Māori Religions, Beliefs and Philosophies nfd",Ashburton,Ashburton District,Percentage of total stated,0.008975854950184,percentage,% of people,
2018,Census usually resident population,Rātana,Ratana,Ashburton,Ashburton District,Count,135,number,Number of people,
2018,Census usually resident population,Rātana,Ratana,Ashburton,Ashburton District,Percentage of total stated,0.4039134727583,percentage,% of people,
2018,Census usually resident population,Ringatū,Ringatū,Ashburton,Ashburton District,Count,33,number,Number of people,
2018,Census usually resident population,Ringatū,Ringatū,Ashburton,Ashburton District,Percentage of total stated,0.09873440445202,percentage,% of people,
2018,Census usually resident population,Paimarire,Paimarire,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Paimarire,Paimarire,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,"Māori religions, beliefs and philosophies (not elsewhere classified)","Māori Religions, Beliefs and Philosophies nec",Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,"Māori religions, beliefs and philosophies (not elsewhere classified)","Māori Religions, Beliefs and Philosophies nec",Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,New Age (not further defined),New Age nfd,Ashburton,Ashburton District,Count,3,number,Number of people,
2018,Census usually resident population,New Age (not further defined),New Age nfd,Ashburton,Ashburton District,Percentage of total stated,0.008975854950184,percentage,% of people,
2018,Census usually resident population,Church of Scientology,Church of Scientology,Ashburton,Ashburton District,Count,3,number,Number of people,
2018,Census usually resident population,Church of Scientology,Church of Scientology,Ashburton,Ashburton District,Percentage of total stated,0.008975854950184,percentage,% of people,
2018,Census usually resident population,Nature and Earth-based religions (not further defined),Nature and Earth Based Religions nfd,Ashburton,Ashburton District,Count,3,number,Number of people,
2018,Census usually resident population,Nature and Earth-based religions (not further defined),Nature and Earth Based Religions nfd,Ashburton,Ashburton District,Percentage of total stated,0.008975854950184,percentage,% of people,
2018,Census usually resident population,Animist,Animist,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Animist,Animist,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Druid,Druid,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Druid,Druid,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Pantheist,Pantheist,Ashburton,Ashburton District,Count,3,number,Number of people,
2018,Census usually resident population,Pantheist,Pantheist,Ashburton,Ashburton District,Percentage of total stated,0.008975854950184,percentage,% of people,
2018,Census usually resident population,Wiccan,Wiccan,Ashburton,Ashburton District,Count,9,number,Number of people,
2018,Census usually resident population,Wiccan,Wiccan,Ashburton,Ashburton District,Percentage of total stated,0.02692756485055,percentage,% of people,
2018,Census usually resident population,Pagan,Pagan,Ashburton,Ashburton District,Count,15,number,Number of people,
2018,Census usually resident population,Pagan,Pagan,Ashburton,Ashburton District,Percentage of total stated,0.04487927475092,percentage,% of people,
2018,Census usually resident population,Nature and Earth-based religions (not elsewhere classified),Nature and Earth Based Religions nec,Ashburton,Ashburton District,Count,3,number,Number of people,
2018,Census usually resident population,Nature and Earth-based religions (not elsewhere classified),Nature and Earth Based Religions nec,Ashburton,Ashburton District,Percentage of total stated,0.008975854950184,percentage,% of people,
2018,Census usually resident population,Satanism,Satanism,Ashburton,Ashburton District,Count,6,number,Number of people,
2018,Census usually resident population,Satanism,Satanism,Ashburton,Ashburton District,Percentage of total stated,0.01795170990037,percentage,% of people,
2018,Census usually resident population,Spiritualist,Spiritualist,Ashburton,Ashburton District,Count,51,number,Number of people,
2018,Census usually resident population,Spiritualist,Spiritualist,Ashburton,Ashburton District,Percentage of total stated,0.1525895341531,percentage,% of people,
2018,Census usually resident population,Rastafarianism,Rastafarianism,Ashburton,Ashburton District,Count,3,number,Number of people,
2018,Census usually resident population,Rastafarianism,Rastafarianism,Ashburton,Ashburton District,Percentage of total stated,0.008975854950184,percentage,% of people,
2018,Census usually resident population,Other New Age Religions (not elsewhere classified),Other New Age Religions nec,Ashburton,Ashburton District,Count,18,number,Number of people,
2018,Census usually resident population,Other New Age Religions (not elsewhere classified),Other New Age Religions nec,Ashburton,Ashburton District,Percentage of total stated,0.0538551297011,percentage,% of people,
2018,Census usually resident population,Total people stated,Total Stated,Ashburton,Ashburton District,Count,33423,number,Number of people,
2018,Census usually resident population,Total people stated,Total Stated,Ashburton,Ashburton District,Percentage of total stated,100,percentage,% of people,
2018,Census usually resident population,Object to answering,Object to answering,Ashburton,Ashburton District,Count,2238,number,Number of people,
2018,Census usually resident population,Object to answering,Object to answering,Ashburton,Ashburton District,Percentage of total stated,6.695987792837,percentage,% of people,
2018,Census usually resident population,"Other Religions, Beliefs and Philosophies (not further defined)","Other Religions, Beliefs and Philosophies nfd",Ashburton,Ashburton District,Count,6,number,Number of people,
2018,Census usually resident population,"Other Religions, Beliefs and Philosophies (not further defined)","Other Religions, Beliefs and Philosophies nfd",Ashburton,Ashburton District,Percentage of total stated,0.01795170990037,percentage,% of people,
2018,Census usually resident population,Baha'i,Baha'i,Ashburton,Ashburton District,Count,3,number,Number of people,
2018,Census usually resident population,Baha'i,Baha'i,Ashburton,Ashburton District,Percentage of total stated,0.008975854950184,percentage,% of people,
2018,Census usually resident population,Chinese Religions (not further defined),Chinese Religions nfd,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Chinese Religions (not further defined),Chinese Religions nfd,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Confucianism,Confucianism,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Confucianism,Confucianism,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Taoism,Taoism,Ashburton,Ashburton District,Count,3,number,Number of people,
2018,Census usually resident population,Taoism,Taoism,Ashburton,Ashburton District,Percentage of total stated,0.008975854950184,percentage,% of people,
2018,Census usually resident population,Chinese Religions (not elsewhere classified),Chinese Religions nec,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Chinese Religions (not elsewhere classified),Chinese Religions nec,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Jainism,Jainism,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Jainism,Jainism,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Japanese Religion (not further defined),Japanese Religion nfd,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Japanese Religion (not further defined),Japanese Religion nfd,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Mahikari,Mahikari,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Mahikari,Mahikari,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Shinto,Shinto,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Shinto,Shinto,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Tenrikyo,Tenrikyo,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Tenrikyo,Tenrikyo,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Japanese Religion (not elsewhere classified),Japanese Religion nec,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Japanese Religion (not elsewhere classified),Japanese Religion nec,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Sikhism,Sikhism,Ashburton,Ashburton District,Count,114,number,Number of people,
2018,Census usually resident population,Sikhism,Sikhism,Ashburton,Ashburton District,Percentage of total stated,0.341082488107,percentage,% of people,
2018,Census usually resident population,Theism,Theism,Ashburton,Ashburton District,Count,9,number,Number of people,
2018,Census usually resident population,Theism,Theism,Ashburton,Ashburton District,Percentage of total stated,0.02692756485055,percentage,% of people,
2018,Census usually resident population,Deism,Deism,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Deism,Deism,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Zoroastrian,Zoroastrian,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Zoroastrian,Zoroastrian,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Unification Church (Moonist),Unification Church (Moonist),Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Unification Church (Moonist),Unification Church (Moonist),Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Jedi,Jedi,Ashburton,Ashburton District,Count,117,number,Number of people,
2018,Census usually resident population,Jedi,Jedi,Ashburton,Ashburton District,Percentage of total stated,0.3500583430572,percentage,% of people,
2018,Census usually resident population,Atheism,Atheism,Ashburton,Ashburton District,Count,36,number,Number of people,
2018,Census usually resident population,Atheism,Atheism,Ashburton,Ashburton District,Percentage of total stated,0.1077102594022,percentage,% of people,
2018,Census usually resident population,Agnosticism,Agnosticism,Ashburton,Ashburton District,Count,15,number,Number of people,
2018,Census usually resident population,Agnosticism,Agnosticism,Ashburton,Ashburton District,Percentage of total stated,0.04487927475092,percentage,% of people,
2018,Census usually resident population,Cao Dai,Cao Dai,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Cao Dai,Cao Dai,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Church of the Flying Spaghetti Monster,Church of the Flying Spaghetti Monster,Ashburton,Ashburton District,Count,18,number,Number of people,
2018,Census usually resident population,Church of the Flying Spaghetti Monster,Church of the Flying Spaghetti Monster,Ashburton,Ashburton District,Percentage of total stated,0.0538551297011,percentage,% of people,
2018,Census usually resident population,Falun Gong,Falun Gong,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Falun Gong,Falun Gong,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Humanism,Humanism,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Humanism,Humanism,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Libertarianism,Libertarianism,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Libertarianism,Libertarianism,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Maoism,Maoism,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Maoism,Maoism,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Marxism,Marxism,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Marxism,Marxism,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Rationalism,Rationalism,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Rationalism,Rationalism,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Socialism,Socialism,Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,Socialism,Socialism,Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,"Other Religions, Beliefs and Philosophies (not elsewhere classified)","Other Religions, Beliefs and Philosophies nec",Ashburton,Ashburton District,Count,0,number,Number of people,
2018,Census usually resident population,"Other Religions, Beliefs and Philosophies (not elsewhere classified)","Other Religions, Beliefs and Philosophies nec",Ashburton,Ashburton District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Total people,Total,Ashburton,Ashburton District,Count,33423,number,Number of people,
2018,Census usually resident population,Total people,Total,Ashburton,Ashburton District,Percentage of total stated,100,percentage,% of people,
2018,Census usually resident population,No religion,No Religion,Timaru,Timaru District,Count,22413,number,Number of people,
2018,Census usually resident population,No religion,No Religion,Timaru,Timaru District,Percentage of total stated,48.41238983929,percentage,% of people,
2018,Census usually resident population,Buddhism,Buddhism,Timaru,Timaru District,Count,135,number,Number of people,
2018,Census usually resident population,Buddhism,Buddhism,Timaru,Timaru District,Percentage of total stated,0.2916018662519,percentage,% of people,
2018,Census usually resident population,Christianity,Christianity,Timaru,Timaru District,Count,18873,number,Number of people,
2018,Census usually resident population,Christianity,Christianity,Timaru,Timaru District,Percentage of total stated,40.76594090202,percentage,% of people,
2018,Census usually resident population,Hinduism,Hinduism,Timaru,Timaru District,Count,321,number,Number of people,
2018,Census usually resident population,Hinduism,Hinduism,Timaru,Timaru District,Percentage of total stated,0.6933644375324,percentage,% of people,
2018,Census usually resident population,Islam,Islam,Timaru,Timaru District,Count,96,number,Number of people,
2018,Census usually resident population,Islam,Islam,Timaru,Timaru District,Percentage of total stated,0.2073613271125,percentage,% of people,
2018,Census usually resident population,Judaism,Judaism,Timaru,Timaru District,Count,9,number,Number of people,
2018,Census usually resident population,Judaism,Judaism,Timaru,Timaru District,Percentage of total stated,0.0194401244168,percentage,% of people,
2018,Census usually resident population,"Māori religions, beliefs and philosophies","Māori Religions, Beliefs and Philosophies",Timaru,Timaru District,Count,123,number,Number of people,
2018,Census usually resident population,"Māori religions, beliefs and philosophies","Māori Religions, Beliefs and Philosophies",Timaru,Timaru District,Percentage of total stated,0.2656817003629,percentage,% of people,
2018,Census usually resident population,Spiritualism and New Age religions,Spiritualism and New Age religions,Timaru,Timaru District,Count,192,number,Number of people,
2018,Census usually resident population,Spiritualism and New Age religions,Spiritualism and New Age religions,Timaru,Timaru District,Percentage of total stated,0.414722654225,percentage,% of people,
2018,Census usually resident population,"Other Religions, Beliefs and Philosophies","Other Religions, Beliefs and Philosophies",Timaru,Timaru District,Count,492,number,Number of people,
2018,Census usually resident population,"Other Religions, Beliefs and Philosophies","Other Religions, Beliefs and Philosophies",Timaru,Timaru District,Percentage of total stated,1.062726801452,percentage,% of people,
2018,Census usually resident population,Buddhism (not further defined),Buddhism nfd,Timaru,Timaru District,Count,123,number,Number of people,
2018,Census usually resident population,Buddhism (not further defined),Buddhism nfd,Timaru,Timaru District,Percentage of total stated,0.2656817003629,percentage,% of people,
2018,Census usually resident population,Zen Buddhism,Zen Buddhism,Timaru,Timaru District,Count,6,number,Number of people,
2018,Census usually resident population,Zen Buddhism,Zen Buddhism,Timaru,Timaru District,Percentage of total stated,0.01296008294453,percentage,% of people,
2018,Census usually resident population,Mahayana Buddhism,Mahayana Buddhism,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Mahayana Buddhism,Mahayana Buddhism,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Nichiren Buddhism,Nichiren Buddhism,Timaru,Timaru District,Count,6,number,Number of people,
2018,Census usually resident population,Nichiren Buddhism,Nichiren Buddhism,Timaru,Timaru District,Percentage of total stated,0.01296008294453,percentage,% of people,
2018,Census usually resident population,Theravada Buddhism,Theravada Buddhism,Timaru,Timaru District,Count,3,number,Number of people,
2018,Census usually resident population,Theravada Buddhism,Theravada Buddhism,Timaru,Timaru District,Percentage of total stated,0.006480041472265,percentage,% of people,
2018,Census usually resident population,Vajrayana Buddhism,Vajrayana Buddhism,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Vajrayana Buddhism,Vajrayana Buddhism,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Buddhism (not elsewhere classified),Buddhism nec,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Buddhism (not elsewhere classified),Buddhism nec,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Christian (not further defined),Christian nfd,Timaru,Timaru District,Count,2154,number,Number of people,
2018,Census usually resident population,Christian (not further defined),Christian nfd,Timaru,Timaru District,Percentage of total stated,4.652669777087,percentage,% of people,
2018,Census usually resident population,Adventist (not further defined),Adventist nfd,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Adventist (not further defined),Adventist nfd,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Seventh Day Adventist,Seventh Day Adventist,Timaru,Timaru District,Count,63,number,Number of people,
2018,Census usually resident population,Seventh Day Adventist,Seventh Day Adventist,Timaru,Timaru District,Percentage of total stated,0.1360808709176,percentage,% of people,
2018,Census usually resident population,Worldwide Church of God,Worldwide Church of God,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Worldwide Church of God,Worldwide Church of God,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Adventist (not elsewhere classified),Adventist nec,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Adventist (not elsewhere classified),Adventist nec,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Anglicanism,Anglican,Timaru,Timaru District,Count,3897,number,Number of people,
2018,Census usually resident population,Anglicanism,Anglican,Timaru,Timaru District,Percentage of total stated,8.417573872473,percentage,% of people,
2018,Census usually resident population,Chinese Christian,Chinese Christian,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Chinese Christian,Chinese Christian,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Korean Christian,Korean Christian,Timaru,Timaru District,Count,3,number,Number of people,
2018,Census usually resident population,Korean Christian,Korean Christian,Timaru,Timaru District,Percentage of total stated,0.006480041472265,percentage,% of people,
2018,Census usually resident population,Baptist (not further defined),Baptist nfd,Timaru,Timaru District,Count,330,number,Number of people,
2018,Census usually resident population,Baptist (not further defined),Baptist nfd,Timaru,Timaru District,Percentage of total stated,0.7128045619492,percentage,% of people,
2018,Census usually resident population,Bible Baptist,Bible Baptist,Timaru,Timaru District,Count,6,number,Number of people,
2018,Census usually resident population,Bible Baptist,Bible Baptist,Timaru,Timaru District,Percentage of total stated,0.01296008294453,percentage,% of people,
2018,Census usually resident population,Independent Baptist,Independent Baptist,Timaru,Timaru District,Count,15,number,Number of people,
2018,Census usually resident population,Independent Baptist,Independent Baptist,Timaru,Timaru District,Percentage of total stated,0.03240020736133,percentage,% of people,
2018,Census usually resident population,Reformed Baptist,Reformed Baptist,Timaru,Timaru District,Count,78,number,Number of people,
2018,Census usually resident population,Reformed Baptist,Reformed Baptist,Timaru,Timaru District,Percentage of total stated,0.1684810782789,percentage,% of people,
2018,Census usually resident population,Baptist (not elsewhere classified),Baptist nec,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Baptist (not elsewhere classified),Baptist nec,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Brethren (not further defined),Brethren nfd,Timaru,Timaru District,Count,9,number,Number of people,
2018,Census usually resident population,Brethren (not further defined),Brethren nfd,Timaru,Timaru District,Percentage of total stated,0.0194401244168,percentage,% of people,
2018,Census usually resident population,Open Brethren,Open Brethren,Timaru,Timaru District,Count,33,number,Number of people,
2018,Census usually resident population,Open Brethren,Open Brethren,Timaru,Timaru District,Percentage of total stated,0.07128045619492,percentage,% of people,
2018,Census usually resident population,Plymouth or Exclusive Brethren,Plymouth or Exclusive Brethren,Timaru,Timaru District,Count,174,number,Number of people,
2018,Census usually resident population,Plymouth or Exclusive Brethren,Plymouth or Exclusive Brethren,Timaru,Timaru District,Percentage of total stated,0.3758424053914,percentage,% of people,
2018,Census usually resident population,Brethren (not elsewhere classified),Brethren nec,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Brethren (not elsewhere classified),Brethren nec,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Catholicism (not further defined),Catholicism nfd,Timaru,Timaru District,Count,1875,number,Number of people,
2018,Census usually resident population,Catholicism (not further defined),Catholicism nfd,Timaru,Timaru District,Percentage of total stated,4.050025920166,percentage,% of people,
2018,Census usually resident population,Roman Catholic,Roman Catholic,Timaru,Timaru District,Count,3546,number,Number of people,
2018,Census usually resident population,Roman Catholic,Roman Catholic,Timaru,Timaru District,Percentage of total stated,7.659409020218,percentage,% of people,
2018,Census usually resident population,Chaldean Catholic,Chaldean Catholic,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Chaldean Catholic,Chaldean Catholic,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Maronite Catholic,Maronite Catholic,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Maronite Catholic,Maronite Catholic,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Melkite Catholic,Melkite Catholic,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Melkite Catholic,Melkite Catholic,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Syro-Malabar Catholic,Syro-Malabar Catholic,Timaru,Timaru District,Count,3,number,Number of people,
2018,Census usually resident population,Syro-Malabar Catholic,Syro-Malabar Catholic,Timaru,Timaru District,Percentage of total stated,0.006480041472265,percentage,% of people,
2018,Census usually resident population,Ukrainian Catholic,Ukrainian Catholic,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Ukrainian Catholic,Ukrainian Catholic,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Catholicism (not elsewhere classified),Catholicism nec,Timaru,Timaru District,Count,12,number,Number of people,
2018,Census usually resident population,Catholicism (not elsewhere classified),Catholicism nec,Timaru,Timaru District,Percentage of total stated,0.02592016588906,percentage,% of people,
2018,Census usually resident population,Church of Christ (not further defined),Church of Christ nfd,Timaru,Timaru District,Count,12,number,Number of people,
2018,Census usually resident population,Church of Christ (not further defined),Church of Christ nfd,Timaru,Timaru District,Percentage of total stated,0.02592016588906,percentage,% of people,
2018,Census usually resident population,Associated Churches of Christ,Associated Churches of Christ,Timaru,Timaru District,Count,3,number,Number of people,
2018,Census usually resident population,Associated Churches of Christ,Associated Churches of Christ,Timaru,Timaru District,Percentage of total stated,0.006480041472265,percentage,% of people,
2018,Census usually resident population,Other Church of Christ and Churches of Christ (not elsewhere classified),Other Church of Christ and Churches of Christ nec,Timaru,Timaru District,Count,3,number,Number of people,
2018,Census usually resident population,Other Church of Christ and Churches of Christ (not elsewhere classified),Other Church of Christ and Churches of Christ nec,Timaru,Timaru District,Percentage of total stated,0.006480041472265,percentage,% of people,
2018,Census usually resident population,Evangelical,Evangelical,Timaru,Timaru District,Count,21,number,Number of people,
2018,Census usually resident population,Evangelical,Evangelical,Timaru,Timaru District,Percentage of total stated,0.04536029030586,percentage,% of people,
2018,Census usually resident population,Born Again,Born Again,Timaru,Timaru District,Count,246,number,Number of people,
2018,Census usually resident population,Born Again,Born Again,Timaru,Timaru District,Percentage of total stated,0.5313634007258,percentage,% of people,
2018,Census usually resident population,Fundamentalist,Fundamentalist,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Fundamentalist,Fundamentalist,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Independent Evangelical Churches,Independent Evangelical Churches,Timaru,Timaru District,Count,9,number,Number of people,
2018,Census usually resident population,Independent Evangelical Churches,Independent Evangelical Churches,Timaru,Timaru District,Percentage of total stated,0.0194401244168,percentage,% of people,
2018,Census usually resident population,Jehovah's Witnesses,Jehovah's Witnesses,Timaru,Timaru District,Count,222,number,Number of people,
2018,Census usually resident population,Jehovah's Witnesses,Jehovah's Witnesses,Timaru,Timaru District,Percentage of total stated,0.4795230689476,percentage,% of people,
2018,Census usually resident population,Latter-day Saints,Latter-day Saints,Timaru,Timaru District,Count,147,number,Number of people,
2018,Census usually resident population,Latter-day Saints,Latter-day Saints,Timaru,Timaru District,Percentage of total stated,0.317522032141,percentage,% of people,
2018,Census usually resident population,Lutheran,Lutheran,Timaru,Timaru District,Count,15,number,Number of people,
2018,Census usually resident population,Lutheran,Lutheran,Timaru,Timaru District,Percentage of total stated,0.03240020736133,percentage,% of people,
2018,Census usually resident population,Methodist (not further defined),Methodist nfd,Timaru,Timaru District,Count,438,number,Number of people,
2018,Census usually resident population,Methodist (not further defined),Methodist nfd,Timaru,Timaru District,Percentage of total stated,0.9460860549508,percentage,% of people,
2018,Census usually resident population,Tongan Methodist,Tongan Methodist,Timaru,Timaru District,Count,42,number,Number of people,
2018,Census usually resident population,Tongan Methodist,Tongan Methodist,Timaru,Timaru District,Percentage of total stated,0.09072058061172,percentage,% of people,
2018,Census usually resident population,Nazarene,Nazarene,Timaru,Timaru District,Count,9,number,Number of people,
2018,Census usually resident population,Nazarene,Nazarene,Timaru,Timaru District,Percentage of total stated,0.0194401244168,percentage,% of people,
2018,Census usually resident population,Wesleyan Methodist,Wesleyan Methodist,Timaru,Timaru District,Count,15,number,Number of people,
2018,Census usually resident population,Wesleyan Methodist,Wesleyan Methodist,Timaru,Timaru District,Percentage of total stated,0.03240020736133,percentage,% of people,
2018,Census usually resident population,Methodist (not elsewhere classified),Methodist nec,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Methodist (not elsewhere classified),Methodist nec,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Orthodox (not further defined),Orthodox nfd,Timaru,Timaru District,Count,18,number,Number of people,
2018,Census usually resident population,Orthodox (not further defined),Orthodox nfd,Timaru,Timaru District,Percentage of total stated,0.03888024883359,percentage,% of people,
2018,Census usually resident population,Assyrian Orthodox,Assyrian Orthodox,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Assyrian Orthodox,Assyrian Orthodox,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Coptic Orthodox,Coptic Orthodox,Timaru,Timaru District,Count,21,number,Number of people,
2018,Census usually resident population,Coptic Orthodox,Coptic Orthodox,Timaru,Timaru District,Percentage of total stated,0.04536029030586,percentage,% of people,
2018,Census usually resident population,Greek Orthodox,Greek Orthodox,Timaru,Timaru District,Count,15,number,Number of people,
2018,Census usually resident population,Greek Orthodox,Greek Orthodox,Timaru,Timaru District,Percentage of total stated,0.03240020736133,percentage,% of people,
2018,Census usually resident population,Russian Orthodox,Russian Orthodox,Timaru,Timaru District,Count,21,number,Number of people,
2018,Census usually resident population,Russian Orthodox,Russian Orthodox,Timaru,Timaru District,Percentage of total stated,0.04536029030586,percentage,% of people,
