Census Year,Subject population,Religious affiliation,Religious affiliation Code,Territorial authority,Territorial authority Code,Unit,Value,Value Unit,Value Label,Null Reason
2013,Census usually resident population,Congregational,Congregational,Far North,Far North District,Count,6,number,Number of people,
2013,Census usually resident population,Congregational,Congregational,Far North,Far North District,Percentage of total stated,0.01076542146625,percentage,% of people,
2013,Census usually resident population,Cook Island Congregational,Cook Island Congregational,Far North,Far North District,Count,0,number,Number of people,
2013,Census usually resident population,Cook Island Congregational,Cook Island Congregational,Far North,Far North District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Samoan Congregational,Samoan Congregational,Far North,Far North District,Count,3,number,Number of people,
2013,Census usually resident population,Samoan Congregational,Samoan Congregational,Far North,Far North District,Percentage of total stated,0.005382710733125,percentage,% of people,
2013,Census usually resident population,Reformed,Reformed,Far North,Far North District,Count,6,number,Number of people,
2013,Census usually resident population,Reformed,Reformed,Far North,Far North District,Percentage of total stated,0.01076542146625,percentage,% of people,
2013,Census usually resident population,Protestant (not further defined),Protestant nfd,Far North,Far North District,Count,51,number,Number of people,
2013,Census usually resident population,Protestant (not further defined),Protestant nfd,Far North,Far North District,Percentage of total stated,0.09150608246313,percentage,% of people,
2013,Census usually resident population,Salvation Army,Salvation Army,Far North,Far North District,Count,57,number,Number of people,
2013,Census usually resident population,Salvation Army,Salvation Army,Far North,Far North District,Percentage of total stated,0.1022715039294,percentage,% of people,
2013,Census usually resident population,Uniting/Union Church,Uniting/Union Church,Far North,Far North District,Count,27,number,Number of people,
2013,Census usually resident population,Uniting/Union Church,Uniting/Union Church,Far North,Far North District,Percentage of total stated,0.04844439659813,percentage,% of people,
2013,Census usually resident population,Ecumenical,Ecumenical,Far North,Far North District,Count,6,number,Number of people,
2013,Census usually resident population,Ecumenical,Ecumenical,Far North,Far North District,Percentage of total stated,0.01076542146625,percentage,% of people,
2013,Census usually resident population,Christian and Missionary Alliance,Christian and Missionary Alliance,Far North,Far North District,Count,3,number,Number of people,
2013,Census usually resident population,Christian and Missionary Alliance,Christian and Missionary Alliance,Far North,Far North District,Percentage of total stated,0.005382710733125,percentage,% of people,
2013,Census usually resident population,Christian Science,Christian Science,Far North,Far North District,Count,3,number,Number of people,
2013,Census usually resident population,Christian Science,Christian Science,Far North,Far North District,Percentage of total stated,0.005382710733125,percentage,% of people,
2013,Census usually resident population,Church of God,Church of God,Far North,Far North District,Count,0,number,Number of people,
2013,Census usually resident population,Church of God,Church of God,Far North,Far North District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Liberal Catholic,Liberal Catholic,Far North,Far North District,Count,0,number,Number of people,
2013,Census usually resident population,Liberal Catholic,Liberal Catholic,Far North,Far North District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Metropolitan Community Church,Metropolitan Community Church,Far North,Far North District,Count,0,number,Number of people,
2013,Census usually resident population,Metropolitan Community Church,Metropolitan Community Church,Far North,Far North District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Religious Society of Friends (Quaker),Religious Society of Friends (Quaker),Far North,Far North District,Count,21,number,Number of people,
2013,Census usually resident population,Religious Society of Friends (Quaker),Religious Society of Friends (Quaker),Far North,Far North District,Percentage of total stated,0.03767897513188,percentage,% of people,
2013,Census usually resident population,Unitarian,Unitarian,Far North,Far North District,Count,3,number,Number of people,
2013,Census usually resident population,Unitarian,Unitarian,Far North,Far North District,Percentage of total stated,0.005382710733125,percentage,% of people,
2013,Census usually resident population,Christadelphian,Christadelphian,Far North,Far North District,Count,15,number,Number of people,
2013,Census usually resident population,Christadelphian,Christadelphian,Far North,Far North District,Percentage of total stated,0.02691355366563,percentage,% of people,
2013,Census usually resident population,Christian (not elsewhere classified),Christian nec,Far North,Far North District,Count,3,number,Number of people,
2013,Census usually resident population,Christian (not elsewhere classified),Christian nec,Far North,Far North District,Percentage of total stated,0.005382710733125,percentage,% of people,
2013,Census usually resident population,Hinduism (not further defined),Hinduism nfd,Far North,Far North District,Count,219,number,Number of people,
2013,Census usually resident population,Hinduism (not further defined),Hinduism nfd,Far North,Far North District,Percentage of total stated,0.3929378835181,percentage,% of people,
2013,Census usually resident population,Hare Krishna,Hare Krishna,Far North,Far North District,Count,3,number,Number of people,
2013,Census usually resident population,Hare Krishna,Hare Krishna,Far North,Far North District,Percentage of total stated,0.005382710733125,percentage,% of people,
2013,Census usually resident population,Yoga,Yoga,Far North,Far North District,Count,6,number,Number of people,
2013,Census usually resident population,Yoga,Yoga,Far North,Far North District,Percentage of total stated,0.01076542146625,percentage,% of people,
2013,Census usually resident population,Hinduism (not elsewhere classified),Hinduism nec,Far North,Far North District,Count,6,number,Number of people,
2013,Census usually resident population,Hinduism (not elsewhere classified),Hinduism nec,Far North,Far North District,Percentage of total stated,0.01076542146625,percentage,% of people,
2013,Census usually resident population,Islam (not further defined),Islam nfd,Far North,Far North District,Count,81,number,Number of people,
2013,Census usually resident population,Islam (not further defined),Islam nfd,Far North,Far North District,Percentage of total stated,0.1453331897944,percentage,% of people,
2013,Census usually resident population,Sufi,Sufi,Far North,Far North District,Count,3,number,Number of people,
2013,Census usually resident population,Sufi,Sufi,Far North,Far North District,Percentage of total stated,0.005382710733125,percentage,% of people,
2013,Census usually resident population,Islam (not elsewhere classified),Islam nec,Far North,Far North District,Count,0,number,Number of people,
2013,Census usually resident population,Islam (not elsewhere classified),Islam nec,Far North,Far North District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Judaism (not further defined),Judaism nfd,Far North,Far North District,Count,78,number,Number of people,
2013,Census usually resident population,Judaism (not further defined),Judaism nfd,Far North,Far North District,Percentage of total stated,0.1399504790613,percentage,% of people,
2013,Census usually resident population,"Māori religions, beliefs and philosophies (not further defined)","Māori Religions, Beliefs and Philosophies nfd",Far North,Far North District,Count,93,number,Number of people,
2013,Census usually resident population,"Māori religions, beliefs and philosophies (not further defined)","Māori Religions, Beliefs and Philosophies nfd",Far North,Far North District,Percentage of total stated,0.1668640327269,percentage,% of people,
2013,Census usually resident population,Rātana,Ratana,Far North,Far North District,Count,2688,number,Number of people,
2013,Census usually resident population,Rātana,Ratana,Far North,Far North District,Percentage of total stated,4.82290881688,percentage,% of people,
2013,Census usually resident population,Ringatū,Ringatū,Far North,Far North District,Count,87,number,Number of people,
2013,Census usually resident population,Ringatū,Ringatū,Far North,Far North District,Percentage of total stated,0.1560986112606,percentage,% of people,
2013,Census usually resident population,Paimarire,Paimarire,Far North,Far North District,Count,3,number,Number of people,
2013,Census usually resident population,Paimarire,Paimarire,Far North,Far North District,Percentage of total stated,0.005382710733125,percentage,% of people,
2013,Census usually resident population,"Māori religions, beliefs and philosophies (not elsewhere classified)","Māori Religions, Beliefs and Philosophies nec",Far North,Far North District,Count,48,number,Number of people,
2013,Census usually resident population,"Māori religions, beliefs and philosophies (not elsewhere classified)","Māori Religions, Beliefs and Philosophies nec",Far North,Far North District,Percentage of total stated,0.08612337173,percentage,% of people,
2013,Census usually resident population,New Age (not further defined),New Age nfd,Far North,Far North District,Count,3,number,Number of people,
2013,Census usually resident population,New Age (not further defined),New Age nfd,Far North,Far North District,Percentage of total stated,0.005382710733125,percentage,% of people,
2013,Census usually resident population,Church of Scientology,Church of Scientology,Far North,Far North District,Count,3,number,Number of people,
2013,Census usually resident population,Church of Scientology,Church of Scientology,Far North,Far North District,Percentage of total stated,0.005382710733125,percentage,% of people,
2013,Census usually resident population,Nature and Earth-based religions (not further defined),Nature and Earth Based Religions nfd,Far North,Far North District,Count,12,number,Number of people,
2013,Census usually resident population,Nature and Earth-based religions (not further defined),Nature and Earth Based Religions nfd,Far North,Far North District,Percentage of total stated,0.0215308429325,percentage,% of people,
2013,Census usually resident population,Animist,Animist,Far North,Far North District,Count,6,number,Number of people,
2013,Census usually resident population,Animist,Animist,Far North,Far North District,Percentage of total stated,0.01076542146625,percentage,% of people,
2013,Census usually resident population,Druid,Druid,Far North,Far North District,Count,3,number,Number of people,
2013,Census usually resident population,Druid,Druid,Far North,Far North District,Percentage of total stated,0.005382710733125,percentage,% of people,
2013,Census usually resident population,Pantheist,Pantheist,Far North,Far North District,Count,6,number,Number of people,
2013,Census usually resident population,Pantheist,Pantheist,Far North,Far North District,Percentage of total stated,0.01076542146625,percentage,% of people,
2013,Census usually resident population,Wiccan,Wiccan,Far North,Far North District,Count,15,number,Number of people,
2013,Census usually resident population,Wiccan,Wiccan,Far North,Far North District,Percentage of total stated,0.02691355366563,percentage,% of people,
2013,Census usually resident population,Nature and Earth-based religions (not elsewhere classified),Nature and Earth Based Religions nec,Far North,Far North District,Count,51,number,Number of people,
2013,Census usually resident population,Nature and Earth-based religions (not elsewhere classified),Nature and Earth Based Religions nec,Far North,Far North District,Percentage of total stated,0.09150608246313,percentage,% of people,
2013,Census usually resident population,Satanism,Satanism,Far North,Far North District,Count,6,number,Number of people,
2013,Census usually resident population,Satanism,Satanism,Far North,Far North District,Percentage of total stated,0.01076542146625,percentage,% of people,
2013,Census usually resident population,Spiritualist,Spiritualist,Far North,Far North District,Count,93,number,Number of people,
2013,Census usually resident population,Spiritualist,Spiritualist,Far North,Far North District,Percentage of total stated,0.1668640327269,percentage,% of people,
2013,Census usually resident population,Rastafarianism,Rastafarianism,Far North,Far North District,Count,48,number,Number of people,
2013,Census usually resident population,Rastafarianism,Rastafarianism,Far North,Far North District,Percentage of total stated,0.08612337173,percentage,% of people,
2013,Census usually resident population,Other New Age Religions (not elsewhere classified),Other New Age Religions nec,Far North,Far North District,Count,21,number,Number of people,
2013,Census usually resident population,Other New Age Religions (not elsewhere classified),Other New Age Religions nec,Far North,Far North District,Percentage of total stated,0.03767897513188,percentage,% of people,
2013,Census usually resident population,Total people stated,Total Stated,Far North,Far North District,Count,48138,number,Number of people,
2013,Census usually resident population,Total people stated,Total Stated,Far North,Far North District,Percentage of total stated,86.37097642373,percentage,% of people,
2013,Census usually resident population,Object to answering,Object to answering,Far North,Far North District,Count,3690,number,Number of people,
2013,Census usually resident population,Object to answering,Object to answering,Far North,Far North District,Percentage of total stated,6.620734201744,percentage,% of people,
2013,Census usually resident population,"Other Religions, Beliefs and Philosophies (not further defined)","Other Religions, Beliefs and Philosophies nfd",Far North,Far North District,Count,87,number,Number of people,
2013,Census usually resident population,"Other Religions, Beliefs and Philosophies (not further defined)","Other Religions, Beliefs and Philosophies nfd",Far North,Far North District,Percentage of total stated,0.1560986112606,percentage,% of people,
2013,Census usually resident population,Baha'i,Baha'i,Far North,Far North District,Count,66,number,Number of people,
2013,Census usually resident population,Baha'i,Baha'i,Far North,Far North District,Percentage of total stated,0.1184196361288,percentage,% of people,
2013,Census usually resident population,Chinese Religions (not further defined),Chinese Religions nfd,Far North,Far North District,Count,0,number,Number of people,
2013,Census usually resident population,Chinese Religions (not further defined),Chinese Religions nfd,Far North,Far North District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Confucianism,Confucianism,Far North,Far North District,Count,0,number,Number of people,
2013,Census usually resident population,Confucianism,Confucianism,Far North,Far North District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Taoism,Taoism,Far North,Far North District,Count,6,number,Number of people,
2013,Census usually resident population,Taoism,Taoism,Far North,Far North District,Percentage of total stated,0.01076542146625,percentage,% of people,
2013,Census usually resident population,Chinese Religions (not elsewhere classified),Chinese Religions nec,Far North,Far North District,Count,0,number,Number of people,
2013,Census usually resident population,Chinese Religions (not elsewhere classified),Chinese Religions nec,Far North,Far North District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Jainism,Jainism,Far North,Far North District,Count,0,number,Number of people,
2013,Census usually resident population,Jainism,Jainism,Far North,Far North District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Japanese Religion (not further defined),Japanese Religion nfd,Far North,Far North District,Count,0,number,Number of people,
2013,Census usually resident population,Japanese Religion (not further defined),Japanese Religion nfd,Far North,Far North District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Mahikari,Mahikari,Far North,Far North District,Count,0,number,Number of people,
2013,Census usually resident population,Mahikari,Mahikari,Far North,Far North District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Shinto,Shinto,Far North,Far North District,Count,3,number,Number of people,
2013,Census usually resident population,Shinto,Shinto,Far North,Far North District,Percentage of total stated,0.005382710733125,percentage,% of people,
2013,Census usually resident population,Tenrikyo,Tenrikyo,Far North,Far North District,Count,0,number,Number of people,
2013,Census usually resident population,Tenrikyo,Tenrikyo,Far North,Far North District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Japanese Religion (not elsewhere classified),Japanese Religion nec,Far North,Far North District,Count,0,number,Number of people,
2013,Census usually resident population,Japanese Religion (not elsewhere classified),Japanese Religion nec,Far North,Far North District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Sikhism,Sikhism,Far North,Far North District,Count,21,number,Number of people,
2013,Census usually resident population,Sikhism,Sikhism,Far North,Far North District,Percentage of total stated,0.03767897513188,percentage,% of people,
2013,Census usually resident population,Theism,Theism,Far North,Far North District,Count,30,number,Number of people,
2013,Census usually resident population,Theism,Theism,Far North,Far North District,Percentage of total stated,0.05382710733125,percentage,% of people,
2013,Census usually resident population,Zoroastrian,Zoroastrian,Far North,Far North District,Count,0,number,Number of people,
2013,Census usually resident population,Zoroastrian,Zoroastrian,Far North,Far North District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Unification Church (Moonist),Unification Church (Moonist),Far North,Far North District,Count,0,number,Number of people,
2013,Census usually resident population,Unification Church (Moonist),Unification Church (Moonist),Far North,Far North District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,"Other Religions, Beliefs and Philosophies (not elsewhere classified)","Other Religions, Beliefs and Philosophies nec",Far North,Far North District,Count,0,number,Number of people,
2013,Census usually resident population,"Other Religions, Beliefs and Philosophies (not elsewhere classified)","Other Religions, Beliefs and Philosophies nec",Far North,Far North District,Percentage of total stated,0,percentage,% of people,
2013,Census usually resident population,Total people,Total,Far North,Far North District,Count,55734,number,Number of people,
2013,Census usually resident population,Total people,Total,Far North,Far North District,Percentage of total stated,100,percentage,% of people,
2013,Census usually resident population,No religion,No Religion,Whangārei,Whangarei District,Count,30702,number,Number of people,
2013,Census usually resident population,No religion,No Religion,Whangārei,Whangarei District,Percentage of total stated,39.875316579,percentage,% of people,
2013,Census usually resident population,Buddhism,Buddhism,Whangārei,Whangarei District,Count,516,number,Number of people,
2013,Census usually resident population,Buddhism,Buddhism,Whangārei,Whangarei District,Percentage of total stated,0.6701733878823,percentage,% of people,
2013,Census usually resident population,Christianity,Christianity,Whangārei,Whangarei District,Count,31770,number,Number of people,
2013,Census usually resident population,Christianity,Christianity,Whangārei,Whangarei District,Percentage of total stated,41.26241963764,percentage,% of people,
2013,Census usually resident population,Hinduism,Hinduism,Whangārei,Whangarei District,Count,435,number,Number of people,
2013,Census usually resident population,Hinduism,Hinduism,Whangārei,Whangarei District,Percentage of total stated,0.5649717514124,percentage,% of people,
2013,Census usually resident population,Islam,Islam,Whangārei,Whangarei District,Count,147,number,Number of people,
2013,Census usually resident population,Islam,Islam,Whangārei,Whangarei District,Percentage of total stated,0.1909214884083,percentage,% of people,
2013,Census usually resident population,Judaism,Judaism,Whangārei,Whangarei District,Count,87,number,Number of people,
2013,Census usually resident population,Judaism,Judaism,Whangārei,Whangarei District,Percentage of total stated,0.1129943502825,percentage,% of people,
2013,Census usually resident population,"Māori religions, beliefs and philosophies","Māori Religions, Beliefs and Philosophies",Whangārei,Whangarei District,Count,1800,number,Number of people,
2013,Census usually resident population,"Māori religions, beliefs and philosophies","Māori Religions, Beliefs and Philosophies",Whangārei,Whangarei District,Percentage of total stated,2.337814143776,percentage,% of people,
2013,Census usually resident population,Spiritualism and New Age religions,Spiritualism and New Age religions,Whangārei,Whangarei District,Count,366,number,Number of people,
2013,Census usually resident population,Spiritualism and New Age religions,Spiritualism and New Age religions,Whangārei,Whangarei District,Percentage of total stated,0.4753555425677,percentage,% of people,
2013,Census usually resident population,"Other Religions, Beliefs and Philosophies","Other Religions, Beliefs and Philosophies",Whangārei,Whangarei District,Count,324,number,Number of people,
2013,Census usually resident population,"Other Religions, Beliefs and Philosophies","Other Religions, Beliefs and Philosophies",Whangārei,Whangarei District,Percentage of total stated,0.4208065458796,percentage,% of people,
2013,Census usually resident population,Buddhism (not further defined),Buddhism nfd,Whangārei,Whangarei District,Count,513,number,Number of people,
