"gisjoin","year","boundary_year","area_name","source_area_name","state_name","state_code","county_name","county_code","population_total","population_reference_year","church_or_edifice_count","church_count_basis","church_seating_count","church_seating_per_100_population","churches_or_edifices_per_10000_residents","church_property_value","member_count","members_per_100_population","land_area_sq_km","quality_flag"
"G2400090",1870,1870,"Calvert, Maryland","Calvert","Maryland","240","Calvert","0090",9865,1870,16,"total religious edifices from NHGIS table NT44 (AK8001)",4700,47.6432,16.219,54000,,,561.71,"wave_coverage_differs"
"G4200210",1870,1870,"Cambria, Pennsylvania","Cambria","Pennsylvania","420","Cambria","0210",36569,1870,49,"total religious edifices from NHGIS table NT44 (AK8001)",20025,54.7595,13.3993,417100,,,1796.27,"wave_coverage_differs"
"G1300390",1870,1870,"Camden, Georgia","Camden","Georgia","130","Camden","0390",4615,1870,15,"total religious edifices from NHGIS table NT44 (AK8001)",1850,40.0867,32.5027,4750,,,1690.5,"wave_coverage_differs"
"G2900290",1870,1870,"Camden, Missouri","Camden","Missouri","290","Camden","0290",6108,1870,4,"total religious edifices from NHGIS table NT44 (AK8001)",550,9.0046,6.5488,2800,,,1828.71,"wave_coverage_differs"
"G3400070",1870,1870,"Camden, New Jersey","Camden","New Jersey","340","Camden","0070",46193,1870,52,"total religious edifices from NHGIS table NT44 (AK8001)",20000,43.2966,11.2571,530900,,,735.4,"wave_coverage_differs"
"G3700290",1870,1870,"Camden, North Carolina","Camden","North Carolina","370","Camden","0290",5361,1870,11,"total religious edifices from NHGIS table NT44 (AK8001)",5600,104.4581,20.5186,5500,,,625.31,"wave_coverage_differs"
"G2200230",1870,1870,"Cameron, Louisiana","Cameron","Louisiana","220","Cameron","0230",1591,1870,2,"total religious edifices from NHGIS table NT44 (AK8001)",200,12.5707,12.5707,300,,,4141.68,"wave_coverage_differs"
"G4200230",1870,1870,"Cameron, Pennsylvania","Cameron","Pennsylvania","420","Cameron","0230",4273,1870,4,"total religious edifices from NHGIS table NT44 (AK8001)",890,20.8285,9.3611,13450,,,1032.36,"wave_coverage_differs"
"G4800610",1870,1870,"Cameron, Texas","Cameron","Texas","480","Cameron","0610",10999,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",1700,15.456,4.5459,11500,,,6667.97,"wave_coverage_differs"
"G1300395",1870,1870,"Campbell, Georgia","Campbell","Georgia","130","Campbell","0395",9176,1870,27,"total religious edifices from NHGIS table NT44 (AK8001)",7300,79.5554,29.4246,13500,,,793.53,"wave_coverage_differs"
"G2100370",1870,1870,"Campbell, Kentucky","Campbell","Kentucky","210","Campbell","0370",27406,1870,27,"total religious edifices from NHGIS table NT44 (AK8001)",6950,25.3594,9.8519,312000,,,412.88,"wave_coverage_differs"
"G4700130",1870,1870,"Campbell, Tennessee","Campbell","Tennessee","470","Campbell","0130",7445,1870,23,"total religious edifices from NHGIS table NT44 (AK8001)",4850,65.1444,30.8932,14000,,,1246.5,"wave_coverage_differs"
"G5100310",1870,1870,"Campbell, Virginia","Campbell","Virginia","510","Campbell","0310",28384,1870,50,"total religious edifices from NHGIS table NT44 (AK8001)",12450,43.8627,17.6156,150800,,,1415.01,"wave_coverage_differs"
"G4700150",1870,1870,"Cannon, Tennessee","Cannon","Tennessee","470","Cannon","0150",10502,1870,19,"total religious edifices from NHGIS table NT44 (AK8001)",11100,105.6942,18.0918,14450,,,688.15,"wave_coverage_differs"
"G2900310",1870,1870,"Cape Girardeau, Missouri","Cape Girardeau","Missouri","290","Cape Girardeau","0310",17558,1870,36,"total religious edifices from NHGIS table NT44 (AK8001)",10400,59.2323,20.5035,90500,,,1518.51,"wave_coverage_differs"
"G3400090",1870,1870,"Cape May, New Jersey","Cape May","New Jersey","340","Cape May","0090",8349,1870,28,"total religious edifices from NHGIS table NT44 (AK8001)",6900,82.6446,33.537,169850,,,620.57,"wave_coverage_differs"
"G4200250",1870,1870,"Carbon, Pennsylvania","Carbon","Pennsylvania","420","Carbon","0250",28144,1870,34,"total religious edifices from NHGIS table NT44 (AK8001)",10550,37.4858,12.0807,230600,,,1003.66,"wave_coverage_differs"
"G5650035",1870,1870,"Carbon, Wyoming Territory","Carbon","Wyoming Territory","565","Carbon","0035",1368,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,51656.57,"wave_coverage_differs"
"G2700170",1870,1870,"Carlton, Minnesota","Carlton","Minnesota","270","Carlton","0170",286,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,2266.97,"wave_coverage_differs"
"G2400110",1870,1870,"Caroline, Maryland","Caroline","Maryland","240","Caroline","0110",12101,1870,28,"total religious edifices from NHGIS table NT44 (AK8001)",8150,67.3498,23.1386,42550,,,834.77,"wave_coverage_differs"
"G5100330",1870,1870,"Caroline, Virginia","Caroline","Virginia","510","Caroline","0330",15128,1870,30,"total religious edifices from NHGIS table NT44 (AK8001)",9400,62.1364,19.8308,36600,,,1395.81,"wave_coverage_differs"
"G0500150",1870,1870,"Carroll, Arkansas","Carroll","Arkansas","050","Carroll","0150",5780,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",700,12.1107,10.3806,800,,,1657.41,"wave_coverage_differs"
"G1300450",1870,1870,"Carroll, Georgia","Carroll","Georgia","130","Carroll","0450",11782,1870,40,"total religious edifices from NHGIS table NT44 (AK8001)",6200,52.6226,33.9501,6700,,,1426.35,"wave_coverage_differs"
"G1700150",1870,1870,"Carroll, Illinois","Carroll","Illinois","170","Carroll","0150",16705,1870,31,"total religious edifices from NHGIS table NT44 (AK8001)",9150,54.774,18.5573,129100,,,1207.9,"wave_coverage_differs"
"G1800150",1870,1870,"Carroll, Indiana","Carroll","Indiana","180","Carroll","0150",16152,1870,25,"total religious edifices from NHGIS table NT44 (AK8001)",7550,46.7434,15.478,53000,,,971.3,"wave_coverage_differs"
"G1900270",1870,1870,"Carroll, Iowa","Carroll","Iowa","190","Carroll","0270",2451,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",250,10.1999,4.08,3000,,,1476.98,"wave_coverage_differs"
"G2100410",1870,1870,"Carroll, Kentucky","Carroll","Kentucky","210","Carroll","0410",6189,1870,14,"total religious edifices from NHGIS table NT44 (AK8001)",5200,84.02,22.6208,44000,,,351.04,"wave_coverage_differs"
"G2200235",1870,1870,"Carroll, Louisiana","Carroll","Louisiana","220","Carroll","0235",10110,1870,17,"total religious edifices from NHGIS table NT44 (AK8001)",3150,31.1573,16.815,15750,,,2079.76,"wave_coverage_differs"
"G2400130",1870,1870,"Carroll, Maryland","Carroll","Maryland","240","Carroll","0130",28619,1870,81,"total religious edifices from NHGIS table NT44 (AK8001)",26355,92.0892,28.3029,339500,,,1172.47,"wave_coverage_differs"
"G2800150",1870,1870,"Carroll, Mississippi","Carroll","Mississippi","280","Carroll","0150",21047,1870,35,"total religious edifices from NHGIS table NT44 (AK8001)",8100,38.4853,16.6294,21450,,,2604.91,"wave_coverage_differs"
"G2900330",1870,1870,"Carroll, Missouri","Carroll","Missouri","290","Carroll","0330",17446,1870,26,"total religious edifices from NHGIS table NT44 (AK8001)",8000,45.8558,14.9031,57700,,,1818.33,"wave_coverage_differs"
"G3300030",1870,1870,"Carroll, New Hampshire","Carroll","New Hampshire","330","Carroll","0030",17332,1870,46,"total religious edifices from NHGIS table NT44 (AK8001)",10830,62.4856,26.5405,65700,,,2569.85,"wave_coverage_differs"
"G3900190",1870,1870,"Carroll, Ohio","Carroll","Ohio","390","Carroll","0190",14491,1870,56,"total religious edifices from NHGIS table NT44 (AK8001)",17440,120.3506,38.6447,106600,,,1033.23,"wave_coverage_differs"
"G4700170",1870,1870,"Carroll, Tennessee","Carroll","Tennessee","470","Carroll","0170",19447,1870,60,"total religious edifices from NHGIS table NT44 (AK8001)",19500,100.2725,30.8531,42000,,,1550.36,"wave_coverage_differs"
"G5100350",1870,1870,"Carroll, Virginia","Carroll","Virginia","510","Carroll","0350",9147,1870,13,"total religious edifices from NHGIS table NT44 (AK8001)",2218,24.2484,14.2123,3600,,,1249.32,"wave_coverage_differs"
"G2100430",1870,1870,"Carter, Kentucky","Carter","Kentucky","210","Carter","0430",7509,1870,35,"total religious edifices from NHGIS table NT44 (AK8001)",5200,69.2502,46.6107,22000,,,1067.28,"wave_coverage_differs"
"G2900350",1870,1870,"Carter, Missouri","Carter","Missouri","290","Carter","0350",1455,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",800,54.9828,34.3643,4000,,,1348.7,"wave_coverage_differs"
"G4700190",1870,1870,"Carter, Tennessee","Carter","Tennessee","470","Carter","0190",7909,1870,11,"total religious edifices from NHGIS table NT44 (AK8001)",4300,54.3684,13.9082,14100,,,1051.22,"wave_coverage_differs"
"G3700310",1870,1870,"Carteret, North Carolina","Carteret","North Carolina","370","Carteret","0310",9010,1870,15,"total religious edifices from NHGIS table NT44 (AK8001)",3300,36.626,16.6482,15000,,,1169.13,"wave_coverage_differs"
"G2700190",1870,1870,"Carver, Minnesota","Carver","Minnesota","270","Carver","0190",11586,1870,27,"total religious edifices from NHGIS table NT44 (AK8001)",5850,50.492,23.304,61000,,,974.13,"wave_coverage_differs"
"G2100450",1870,1870,"Casey, Kentucky","Casey","Kentucky","210","Casey","0450",8884,1870,17,"total religious edifices from NHGIS table NT44 (AK8001)",7100,79.919,19.1355,13000,,,1154.75,"wave_coverage_differs"
"G1700170",1870,1870,"Cass, Illinois","Cass","Illinois","170","Cass","0170",11580,1870,9,"total religious edifices from NHGIS table NT44 (AK8001)",2520,21.7617,7.772,45500,,,993.95,"wave_coverage_differs"
"G1800170",1870,1870,"Cass, Indiana","Cass","Indiana","180","Cass","0170",24193,1870,41,"total religious edifices from NHGIS table NT44 (AK8001)",12350,51.0478,16.9471,123500,,,1074.45,"wave_coverage_differs"
"G1900290",1870,1870,"Cass, Iowa","Cass","Iowa","190","Cass","0290",5464,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",1620,29.6486,10.981,15400,,,1463.21,"wave_coverage_differs"
"G2600270",1870,1870,"Cass, Michigan","Cass","Michigan","260","Cass","0270",21094,1870,38,"total religious edifices from NHGIS table NT44 (AK8001)",9600,45.5106,18.0146,92900,,,1316.51,"wave_coverage_differs"
"G2700210",1870,1870,"Cass, Minnesota","Cass","Minnesota","270","Cass","0210",380,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,12790.46,"wave_coverage_differs"
"G3100250",1870,1870,"Cass, Nebraska","Cass","Nebraska","310","Cass","0250",8151,1870,7,"total religious edifices from NHGIS table NT44 (AK8001)",2300,28.2174,8.5879,30000,,,1465.66,"wave_coverage_differs"
"G2900370",1870,1870,"Cass/Van Buren, Missouri","Cass","Missouri","290","Cass","0370",19296,1870,39,"total religious edifices from NHGIS table NT44 (AK8001)",15325,79.4206,20.2114,105450,,,1819.44,"wave_coverage_differs"
"G3700330",1870,1870,"Caswell, North Carolina","Caswell","North Carolina","370","Caswell","0330",16081,1870,30,"total religious edifices from NHGIS table NT44 (AK8001)",10300,64.0507,18.6556,35750,,,1109.21,"wave_coverage_differs"
"G2200250",1870,1870,"Catahoula, Louisiana","Catahoula","Louisiana","220","Catahoula","0250",8475,1870,12,"total religious edifices from NHGIS table NT44 (AK8001)",550,6.4897,14.1593,7100,,,3677.65,"wave_coverage_differs"
"G3700350",1870,1870,"Catawba, North Carolina","Catawba","North Carolina","370","Catawba","0350",10984,1870,54,"total religious edifices from NHGIS table NT44 (AK8001)",11100,101.0561,49.1624,14900,,,1070.69,"wave_coverage_differs"
"G1300470",1870,1870,"Catoosa, Georgia","Catoosa","Georgia","130","Catoosa","0470",4409,1870,11,"total religious edifices from NHGIS table NT44 (AK8001)",2800,63.5065,24.949,6325,,,420.77,"wave_coverage_differs"
"G3600090",1870,1870,"Cattaraugus, New York","Cattaraugus","New York","360","Cattaraugus","0090",43909,1870,71,"total religious edifices from NHGIS table NT44 (AK8001)",20638,47.0018,16.1698,180650,,,3425.23,"wave_coverage_differs"
"G3600110",1870,1870,"Cayuga, New York","Cayuga","New York","360","Cayuga","0110",59550,1870,74,"total religious edifices from NHGIS table NT44 (AK8001)",36225,60.8312,12.4265,844900,,,1901.56,"wave_coverage_differs"
"G2400150",1870,1870,"Cecil, Maryland","Cecil","Maryland","240","Cecil","0150",25874,1870,42,"total religious edifices from NHGIS table NT44 (AK8001)",11050,42.707,16.2325,197000,,,925.16,"wave_coverage_differs"
"G1900310",1870,1870,"Cedar, Iowa","Cedar","Iowa","190","Cedar","0310",19731,1870,45,"total religious edifices from NHGIS table NT44 (AK8001)",12225,61.9583,22.8068,113250,,,1507.11,"wave_coverage_differs"
"G2900390",1870,1870,"Cedar, Missouri","Cedar","Missouri","290","Cedar","0390",9474,1870,4,"total religious edifices from NHGIS table NT44 (AK8001)",2100,22.1659,4.2221,6500,,,1291.49,"wave_coverage_differs"
"G3100270",1870,1870,"Cedar, Nebraska","Cedar","Nebraska","310","Cedar","0270",1032,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",60,5.814,9.6899,2000,,,2025.03,"wave_coverage_differs"
"G4200270",1870,1870,"Centre, Pennsylvania","Centre","Pennsylvania","420","Centre","0270",34418,1870,106,"total religious edifices from NHGIS table NT44 (AK8001)",33385,96.9987,30.7978,501200,,,2885.14,"wave_coverage_differs"
"G1900330",1870,1870,"Cerro Gordo, Iowa","Cerro Gordo","Iowa","190","Cerro Gordo","0330",4722,1870,3,"total religious edifices from NHGIS table NT44 (AK8001)",775,16.4125,6.3532,4800,,,1489.55,"wave_coverage_differs"
"G0100170",1870,1870,"Chambers, Alabama","Chambers","Alabama","010","Chambers","0170",17562,1870,24,"total religious edifices from NHGIS table NT44 (AK8001)",8700,49.5388,13.6659,12500,,,1561.23,"wave_coverage_differs"
"G4800710",1870,1870,"Chambers, Texas","Chambers","Texas","480","Chambers","0710",1503,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",1000,66.5336,33.2668,1300,,,1632.68,"wave_coverage_differs"
"G1700190",1870,1870,"Champaign, Illinois","Champaign","Illinois","170","Champaign","0190",32737,1870,32,"total religious edifices from NHGIS table NT44 (AK8001)",14525,44.3688,9.7749,200500,,,2585.83,"wave_coverage_differs"
"G3900210",1870,1870,"Champaign, Ohio","Champaign","Ohio","390","Champaign","0210",24188,1870,67,"total religious edifices from NHGIS table NT44 (AK8001)",22295,92.1738,27.6997,243578,,,1113.26,"wave_coverage_differs"
"G2900410",1870,1870,"Chariton, Missouri","Chariton","Missouri","290","Chariton","0410",19136,1870,12,"total religious edifices from NHGIS table NT44 (AK8001)",3650,19.074,6.2709,20000,,,1989.93,"wave_coverage_differs"
"G2400170",1870,1870,"Charles, Maryland","Charles","Maryland","240","Charles","0170",15738,1870,21,"total religious edifices from NHGIS table NT44 (AK8001)",3900,24.7808,13.3435,56000,,,1195.8,"wave_coverage_differs"
"G5100360",1870,1870,"Charles City, Virginia","Charles City","Virginia","510","Charles City","0360",4975,1870,13,"total religious edifices from NHGIS table NT44 (AK8001)",1450,29.1457,26.1307,8900,,,509.27,"wave_coverage_differs"
"G0950295",1870,1870,"Charles Mix, Dakota Territory","Charles Mix","Dakota Territory","095","Charles Mix","0295",152,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,5165.81,"wave_coverage_differs"
"G4500190",1870,1870,"Charleston, South Carolina","Charleston","South Carolina","450","Charleston","0190",88863,1870,95,"total religious edifices from NHGIS table NT44 (AK8001)",50950,57.3354,10.6906,1573000,,,5440.55,"wave_coverage_differs"
"G2600290",1870,1870,"Charlevoix, Michigan","Charlevoix","Michigan","260","Charlevoix","0290",1724,1870,2,"total religious edifices from NHGIS table NT44 (AK8001)",250,14.5012,11.6009,2900,,,1100.54,"wave_coverage_differs"
"G5100370",1870,1870,"Charlotte, Virginia","Charlotte","Virginia","510","Charlotte","0370",14513,1870,31,"total religious edifices from NHGIS table NT44 (AK8001)",11000,75.7941,21.3602,26000,,,1236.77,"wave_coverage_differs"
"G1300490",1870,1870,"Charlton, Georgia","Charlton","Georgia","130","Charlton","0490",1897,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",850,44.8076,31.6289,200,,,2215.46,"wave_coverage_differs"
"G2000170",1870,1870,"Chase, Kansas","Chase","Kansas","200","Chase","0170",1975,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",1600,81.0127,30.3797,6000,,,2014.3,"wave_coverage_differs"
"G1300510",1870,1870,"Chatham, Georgia","Chatham","Georgia","130","Chatham","0510",41279,1870,27,"total religious edifices from NHGIS table NT44 (AK8001)",13250,32.0986,6.5409,571500,,,1197.67,"wave_coverage_differs"
"G3700370",1870,1870,"Chatham, North Carolina","Chatham","North Carolina","370","Chatham","0370",19723,1870,82,"total religious edifices from NHGIS table NT44 (AK8001)",23500,119.1502,41.5758,42660,,,2161.23,"wave_coverage_differs"
"G1300530",1870,1870,"Chattahoochee, Georgia","Chattahoochee","Georgia","130","Chattahoochee","0530",6059,1870,12,"total religious edifices from NHGIS table NT44 (AK8001)",2700,44.5618,19.8052,7000,,,641.52,"wave_coverage_differs"
"G1300550",1870,1870,"Chattooga, Georgia","Chattooga","Georgia","130","Chattooga","0550",6902,1870,21,"total religious edifices from NHGIS table NT44 (AK8001)",8350,120.9794,30.426,4100,,,813.07,"wave_coverage_differs"
"G3600130",1870,1870,"Chautauqua, New York","Chautauqua","New York","360","Chautauqua","0130",59327,1870,81,"total religious edifices from NHGIS table NT44 (AK8001)",28045,47.2719,13.6531,445900,,,2809.24,"wave_coverage_differs"
"G4700210",1870,1870,"Cheatham, Tennessee","Cheatham","Tennessee","470","Cheatham","0210",6678,1870,30,"total religious edifices from NHGIS table NT44 (AK8001)",8600,128.7811,44.9236,10100,,,795.84,"wave_coverage_differs"
"G2600310",1870,1870,"Cheboygan, Michigan","Cheboygan","Michigan","260","Cheboygan","0310",2196,1870,2,"total religious edifices from NHGIS table NT44 (AK8001)",500,22.7687,9.1075,8000,,,2061.38,"wave_coverage_differs"
"G3600150",1870,1870,"Chemung, New York","Chemung","New York","360","Chemung","0150",35281,1870,40,"total religious edifices from NHGIS table NT44 (AK8001)",14985,42.4733,11.3375,271650,,,1063.91,"wave_coverage_differs"
"G3600170",1870,1870,"Chenango, New York","Chenango","New York","360","Chenango","0170",40564,1870,105,"total religious edifices from NHGIS table NT44 (AK8001)",35169,86.7,25.885,333000,,,2327.44,"wave_coverage_differs"
"G0100190",1870,1870,"Cherokee, Alabama","Cherokee","Alabama","010","Cherokee","0190",11132,1870,57,"total religious edifices from NHGIS table NT44 (AK8001)",11050,99.2634,51.2037,11950,,,1514.34,"wave_coverage_differs"
"G1300570",1870,1870,"Cherokee, Georgia","Cherokee","Georgia","130","Cherokee","0570",10399,1870,33,"total religious edifices from NHGIS table NT44 (AK8001)",12900,124.0504,31.7338,11375,,,1125.17,"wave_coverage_differs"
"G1900350",1870,1870,"Cherokee, Iowa","Cherokee","Iowa","190","Cherokee","0350",1967,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,1494.61,"wave_coverage_differs"
"G2000210",1870,1870,"Cherokee, Kansas","Cherokee","Kansas","200","Cherokee","0210",11038,1870,4,"total religious edifices from NHGIS table NT44 (AK8001)",725,6.5682,3.6238,10000,,,1530.74,"wave_coverage_differs"
"G3700390",1870,1870,"Cherokee, North Carolina","Cherokee","North Carolina","370","Cherokee","0390",8080,1870,38,"total religious edifices from NHGIS table NT44 (AK8001)",6650,82.302,47.0297,18700,,,1998.02,"wave_coverage_differs"
"G4800730",1870,1870,"Cherokee, Texas","Cherokee","Texas","480","Cherokee","0730",11079,1870,21,"total religious edifices from NHGIS table NT44 (AK8001)",8400,75.8191,18.9548,26000,,,2730.67,"wave_coverage_differs"
"G3300050",1870,1870,"Cheshire, New Hampshire","Cheshire","New Hampshire","330","Cheshire","0050",27265,1870,62,"total religious edifices from NHGIS table NT44 (AK8001)",26800,98.2945,22.7398,425680,,,1888.37,"wave_coverage_differs"
"G4200290",1870,1870,"Chester, Pennsylvania","Chester","Pennsylvania","420","Chester","0290",77805,1870,165,"total religious edifices from NHGIS table NT44 (AK8001)",57101,73.3899,21.2069,1006400,,,1966.59,"wave_coverage_differs"
"G4500230",1870,1870,"Chester, South Carolina","Chester","South Carolina","450","Chester","0230",18805,1870,31,"total religious edifices from NHGIS table NT44 (AK8001)",19450,103.4299,16.485,46500,,,1518.15,"wave_coverage_differs"
"G4500250",1870,1870,"Chesterfield, South Carolina","Chesterfield","South Carolina","450","Chesterfield","0250",10584,1870,24,"total religious edifices from NHGIS table NT44 (AK8001)",6600,62.3583,22.6757,41000,,,2086.88,"wave_coverage_differs"
"G5100410",1870,1870,"Chesterfield, Virginia","Chesterfield","Virginia","510","Chesterfield","0410",18470,1870,27,"total religious edifices from NHGIS table NT44 (AK8001)",5245,28.3974,14.6183,22850,,,1240.83,"wave_coverage_differs"
"G3100330",1870,1870,"Cheyenne, Nebraska","Cheyenne","Nebraska","310","Cheyenne","0330",190,1870,0,"total religious edifices from NHGIS table NT44 (AK8001)",0,0,0,0,,,18511.28,"wave_coverage_differs"
"G1900370",1870,1870,"Chickasaw, Iowa","Chickasaw","Iowa","190","Chickasaw","0370",10180,1870,8,"total religious edifices from NHGIS table NT44 (AK8001)",1525,14.9804,7.8585,17270,,,1309.65,"wave_coverage_differs"
"G2800170",1870,1870,"Chickasaw, Mississippi","Chickasaw","Mississippi","280","Chickasaw","0170",19899,1870,30,"total religious edifices from NHGIS table NT44 (AK8001)",7550,37.9416,15.0761,28200,,,1750.49,"wave_coverage_differs"
"G0500170",1870,1870,"Chicot, Arkansas","Chicot","Arkansas","050","Chicot","0170",7214,1870,3,"total religious edifices from NHGIS table NT44 (AK8001)",600,8.3172,4.1586,9000,,,2231.25,"wave_coverage_differs"
"G5350015",1870,1870,"Chihallis, Washington Territory","Chihallis","Washington Territory","535","Chihallis","0015",401,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,5236.58,"wave_coverage_differs"
"G2600330",1870,1870,"Chippewa, Michigan","Chippewa","Michigan","260","Chippewa","0330",1689,1870,4,"total religious edifices from NHGIS table NT44 (AK8001)",700,41.4446,23.6827,6200,,,6029.49,"wave_coverage_differs"
"G2700230",1870,1870,"Chippewa, Minnesota","Chippewa","Minnesota","270","Chippewa","0230",1467,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,2339.83,"wave_coverage_differs"
"G5500170",1870,1870,"Chippewa, Wisconsin","Chippewa","Wisconsin","550","Chippewa","0170",8311,1870,11,"total religious edifices from NHGIS table NT44 (AK8001)",3300,39.7064,13.2355,23900,,,10476.4,"wave_coverage_differs"
"G2700250",1870,1870,"Chisago, Minnesota","Chisago","Minnesota","270","Chisago","0250",4358,1870,3,"total religious edifices from NHGIS table NT44 (AK8001)",550,12.6205,6.8839,7200,,,1145.83,"wave_coverage_differs"
"G5000070",1870,1870,"Chittenden, Vermont","Chittenden","Vermont","500","Chittenden","0070",36480,1870,52,"total religious edifices from NHGIS table NT44 (AK8001)",27525,75.4523,14.2544,555900,,,1604.1,"wave_coverage_differs"
"G0100230",1870,1870,"Choctaw, Alabama","Choctaw","Alabama","010","Choctaw","0230",12676,1870,13,"total religious edifices from NHGIS table NT44 (AK8001)",2550,20.1168,10.2556,7600,,,2385.01,"wave_coverage_differs"
"G2800190",1870,1870,"Choctaw, Mississippi","Choctaw","Mississippi","280","Choctaw","0190",16988,1870,86,"total religious edifices from NHGIS table NT44 (AK8001)",25300,148.9287,50.624,49400,,,2302.18,"wave_coverage_differs"
"G3050055",1870,1870,"Choteau, Montana Territory","Chouteau","Montana Territory","305","Chouteau","0055",517,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,55866.23,"wave_coverage_differs"
"G3700410",1870,1870,"Chowan, North Carolina","Chowan","North Carolina","370","Chowan","0410",6450,1870,15,"total religious edifices from NHGIS table NT44 (AK8001)",5150,79.845,23.2558,40300,,,447.68,"wave_coverage_differs"
"G1700210",1870,1870,"Christian, Illinois","Christian","Illinois","170","Christian","0210",20363,1870,27,"total religious edifices from NHGIS table NT44 (AK8001)",9825,48.2493,13.2593,91800,,,1853.51,"wave_coverage_differs"
"G2100470",1870,1870,"Christian, Kentucky","Christian","Kentucky","210","Christian","0470",23227,1870,33,"total religious edifices from NHGIS table NT44 (AK8001)",26400,113.6608,14.2076,70500,,,1875.22,"wave_coverage_differs"
"G2900430",1870,1870,"Christian, Missouri","Christian","Missouri","290","Christian","0430",6707,1870,8,"total religious edifices from NHGIS table NT44 (AK8001)",1575,23.4829,11.9278,4200,,,1460.3,"wave_coverage_differs"
"G3200010",1870,1870,"Churchill, Nevada","Churchill","Nevada","320","Churchill","0010",196,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,13173.6,"wave_coverage_differs"
"G4100050",1870,1870,"Clackamas, Oregon","Clackamas","Oregon","410","Clackamas","0050",5993,1870,8,"total religious edifices from NHGIS table NT44 (AK8001)",1150,19.1891,13.3489,15500,,,4868.67,"wave_coverage_differs"
"G2200270",1870,1870,"Claiborne, Louisiana","Claiborne","Louisiana","220","Claiborne","0270",20240,1870,40,"total religious edifices from NHGIS table NT44 (AK8001)",7300,36.0672,19.7628,18000,,,2751.59,"wave_coverage_differs"
"G2800210",1870,1870,"Claiborne, Mississippi","Claiborne","Mississippi","280","Claiborne","0210",13386,1870,18,"total religious edifices from NHGIS table NT44 (AK8001)",5930,44.3,13.4469,103200,,,1266.18,"wave_coverage_differs"
"G4700250",1870,1870,"Claiborne, Tennessee","Claiborne","Tennessee","470","Claiborne","0250",9321,1870,25,"total religious edifices from NHGIS table NT44 (AK8001)",3830,41.09,26.8212,9200,,,1146.33,"wave_coverage_differs"
"G5350035",1870,1870,"Clallam, Washington Territory","Clallam","Washington Territory","535","Clallam","0035",408,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,4568.18,"wave_coverage_differs"
"G2600350",1870,1870,"Clare, Michigan","Clare","Michigan","260","Clare","0350",366,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,1490.09,"wave_coverage_differs"
"G4500270",1870,1870,"Clarendon, South Carolina","Clarendon","South Carolina","450","Clarendon","0270",14038,1870,39,"total religious edifices from NHGIS table NT44 (AK8001)",12150,86.5508,27.7817,36100,,,2077.08,"wave_coverage_differs"
"G4200310",1870,1870,"Clarion, Pennsylvania","Clarion","Pennsylvania","420","Clarion","0310",26537,1870,83,"total religious edifices from NHGIS table NT44 (AK8001)",23040,86.8222,31.2771,207850,,,1579.17,"wave_coverage_differs"
"G0500190",1870,1870,"Clark, Arkansas","Clark","Arkansas","050","Clark","0190",11953,1870,56,"total religious edifices from NHGIS table NT44 (AK8001)",12400,103.7396,46.8502,23550,,,2545.07,"wave_coverage_differs"
"G1700230",1870,1870,"Clark, Illinois","Clark","Illinois","170","Clark","0230",18719,1870,36,"total religious edifices from NHGIS table NT44 (AK8001)",10320,55.1312,19.2318,64050,,,1307.48,"wave_coverage_differs"
"G1800190",1870,1870,"Clark, Indiana","Clark","Indiana","180","Clark","0190",24770,1870,23,"total religious edifices from NHGIS table NT44 (AK8001)",9200,37.1417,9.2854,188000,,,973.89,"wave_coverage_differs"
"G2100490",1870,1870,"Clark, Kentucky","Clark","Kentucky","210","Clark","0490",10882,1870,27,"total religious edifices from NHGIS table NT44 (AK8001)",9700,89.138,24.8116,71300,,,661.71,"wave_coverage_differs"
"G2900450",1870,1870,"Clark, Missouri","Clark","Missouri","290","Clark","0450",13667,1870,27,"total religious edifices from NHGIS table NT44 (AK8001)",10300,75.364,19.7556,26000,,,1325.77,"wave_coverage_differs"
