"gisjoin","year","boundary_year","area_name","source_area_name","state_name","state_code","county_name","county_code","population_total","population_reference_year","church_or_edifice_count","church_count_basis","church_seating_count","church_seating_per_100_population","churches_or_edifices_per_10000_residents","church_property_value","member_count","members_per_100_population","land_area_sq_km","quality_flag"
"G5101910",1870,1870,"Washington, Virginia","Washington","Virginia","510","Washington","1910",16816,1870,33,"total religious edifices from NHGIS table NT44 (AK8001)",7950,47.2764,19.6242,62200,,,1499.99,"wave_coverage_differs"
"G5501310",1870,1870,"Washington, Wisconsin","Washington","Wisconsin","550","Washington","1310",23919,1870,58,"total religious edifices from NHGIS table NT44 (AK8001)",12350,51.6326,24.2485,84900,,,1128.52,"wave_coverage_differs"
"G3200310",1870,1870,"Washoe, Nevada","Washoe","Nevada","320","Washoe","0310",3091,1870,2,"total religious edifices from NHGIS table NT44 (AK8001)",400,12.9408,6.4704,4000,,,3204.35,"wave_coverage_differs"
"G2601610",1870,1870,"Washtenaw, Michigan","Washtenaw","Michigan","260","Washtenaw","1610",41434,1870,62,"total religious edifices from NHGIS table NT44 (AK8001)",26525,64.0175,14.9636,536400,,,1871.06,"wave_coverage_differs"
"G3701890",1870,1870,"Watauga, North Carolina","Watauga","North Carolina","370","Watauga","1890",5287,1870,35,"total religious edifices from NHGIS table NT44 (AK8001)",10000,189.1432,66.2001,8500,,,903.82,"wave_coverage_differs"
"G2701650",1870,1870,"Watonwan, Minnesota","Watonwan","Minnesota","270","Watonwan","1650",2426,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,1138.89,"wave_coverage_differs"
"G5501330",1870,1870,"Waukesha, Wisconsin","Waukesha","Wisconsin","550","Waukesha","1330",28274,1870,49,"total religious edifices from NHGIS table NT44 (AK8001)",16080,56.872,17.3304,136460,,,1503.69,"wave_coverage_differs"
"G5501350",1870,1870,"Waupaca, Wisconsin","Waupaca","Wisconsin","550","Waupaca","1350",15539,1870,10,"total religious edifices from NHGIS table NT44 (AK8001)",2600,16.7321,6.4354,22500,,,1981.85,"wave_coverage_differs"
"G5501370",1870,1870,"Waushara, Wisconsin","Waushara","Wisconsin","550","Waushara","1370",11279,1870,10,"total religious edifices from NHGIS table NT44 (AK8001)",3125,27.7064,8.866,9100,,,1650.84,"wave_coverage_differs"
"G1303050",1870,1870,"Wayne, Georgia","Wayne","Georgia","130","Wayne","3050",2177,1870,13,"total religious edifices from NHGIS table NT44 (AK8001)",1600,73.4956,59.7152,1350,,,1350.63,"wave_coverage_differs"
"G1701910",1870,1870,"Wayne, Illinois","Wayne","Illinois","170","Wayne","1910",19758,1870,41,"total religious edifices from NHGIS table NT44 (AK8001)",20300,102.7432,20.7511,43100,,,1853.11,"wave_coverage_differs"
"G1801770",1870,1870,"Wayne, Indiana","Wayne","Indiana","180","Wayne","1770",34048,1870,57,"total religious edifices from NHGIS table NT44 (AK8001)",26500,77.8313,16.7411,217000,,,1047.31,"wave_coverage_differs"
"G1901850",1870,1870,"Wayne, Iowa","Wayne","Iowa","190","Wayne","1850",11287,1870,15,"total religious edifices from NHGIS table NT44 (AK8001)",4500,39.8689,13.2896,26300,,,1365.27,"wave_coverage_differs"
"G2102310",1870,1870,"Wayne, Kentucky","Wayne","Kentucky","210","Wayne","2310",10602,1870,24,"total religious edifices from NHGIS table NT44 (AK8001)",7350,69.3265,22.6372,24800,,,1592.74,"wave_coverage_differs"
"G2601630",1870,1870,"Wayne, Michigan","Wayne","Michigan","260","Wayne","1630",119038,1870,92,"total religious edifices from NHGIS table NT44 (AK8001)",41680,35.014,7.7286,2424000,,,1600.26,"wave_coverage_differs"
"G2801530",1870,1870,"Wayne, Mississippi","Wayne","Mississippi","280","Wayne","1530",4206,1870,23,"total religious edifices from NHGIS table NT44 (AK8001)",4100,97.4798,54.6838,5800,,,2103.02,"wave_coverage_differs"
"G2902230",1870,1870,"Wayne, Missouri","Wayne","Missouri","290","Wayne","2230",6068,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",650,10.7119,9.8879,2900,,,2183.78,"wave_coverage_differs"
"G3101790",1870,1870,"Wayne, Nebraska","Wayne","Nebraska","310","Wayne","1790",182,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,1174.09,"wave_coverage_differs"
"G3601170",1870,1870,"Wayne, New York","Wayne","New York","360","Wayne","1170",47710,1870,70,"total religious edifices from NHGIS table NT44 (AK8001)",24350,51.0375,14.672,309500,,,1571.59,"wave_coverage_differs"
"G3701910",1870,1870,"Wayne, North Carolina","Wayne","North Carolina","370","Wayne","1910",18144,1870,23,"total religious edifices from NHGIS table NT44 (AK8001)",8050,44.3673,12.6764,12700,,,1442.25,"wave_coverage_differs"
"G3901690",1870,1870,"Wayne, Ohio","Wayne","Ohio","390","Wayne","1690",35116,1870,119,"total religious edifices from NHGIS table NT44 (AK8001)",37325,106.2906,33.8877,341200,,,1442.29,"wave_coverage_differs"
"G4201270",1870,1870,"Wayne, Pennsylvania","Wayne","Pennsylvania","420","Wayne","1270",33188,1870,73,"total religious edifices from NHGIS table NT44 (AK8001)",26375,79.4715,21.9959,120000,,,1943.9,"wave_coverage_differs"
"G4701810",1870,1870,"Wayne, Tennessee","Wayne","Tennessee","470","Wayne","1810",10209,1870,42,"total religious edifices from NHGIS table NT44 (AK8001)",7950,77.8725,41.1402,11225,,,1918.9,"wave_coverage_differs"
"G5400990",1870,1870,"Wayne, West Virginia","Wayne","West Virginia","540","Wayne","0990",7852,1870,10,"total religious edifices from NHGIS table NT44 (AK8001)",3800,48.3953,12.7356,5500,,,1225.29,"wave_coverage_differs"
"G4701830",1870,1870,"Weakley, Tennessee","Weakley","Tennessee","470","Weakley","1830",20755,1870,16,"total religious edifices from NHGIS table NT44 (AK8001)",3220,15.5143,7.709,41600,,,1506.65,"wave_coverage_differs"
"G4804790",1870,1870,"Webb, Texas","Webb","Texas","480","Webb","4790",2615,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",400,15.2964,3.8241,5000,,,3913.12,"wave_coverage_differs"
"G4950755",1870,1870,"Weber, Utah Territory","Weber","Utah Territory","495","Weber","0755",7858,1870,18,"total religious edifices from NHGIS table NT44 (AK8001)",14000,178.1624,22.9066,70000,,,1707.83,"wave_coverage_differs"
"G1303070",1870,1870,"Webster, Georgia","Webster","Georgia","130","Webster","3070",4677,1870,9,"total religious edifices from NHGIS table NT44 (AK8001)",2150,45.9696,19.2431,9950,,,534.84,"wave_coverage_differs"
"G1901870",1870,1870,"Webster, Iowa","Webster","Iowa","190","Webster","1870",10484,1870,11,"total religious edifices from NHGIS table NT44 (AK8001)",2470,23.5597,10.4922,25800,,,1860.72,"wave_coverage_differs"
"G2102330",1870,1870,"Webster, Kentucky","Webster","Kentucky","210","Webster","2330",10937,1870,28,"total religious edifices from NHGIS table NT44 (AK8001)",5800,53.031,25.6012,15300,,,869.16,"wave_coverage_differs"
"G2902250",1870,1870,"Webster, Missouri","Webster","Missouri","290","Webster","2250",10434,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",3100,29.7106,4.792,6600,,,1537.83,"wave_coverage_differs"
"G3101810",1870,1870,"Webster, Nebraska","Webster","Nebraska","310","Webster","1810",16,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,1489.36,"wave_coverage_differs"
"G5401010",1870,1870,"Webster, West Virginia","Webster","West Virginia","540","Webster","1010",1730,1870,3,"total religious edifices from NHGIS table NT44 (AK8001)",800,46.2428,17.341,375,,,1352.3,"wave_coverage_differs"
"G0850415",1870,1870,"Weld, Colorado Territory","Weld","Colorado Territory","085","Weld","0415",1636,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,27591.72,"wave_coverage_differs"
"G1801790",1870,1870,"Wells, Indiana","Wells","Indiana","180","Wells","1790",13585,1870,24,"total religious edifices from NHGIS table NT44 (AK8001)",6300,46.3747,17.6665,38000,,,958.94,"wave_coverage_differs"
"G2201210",1870,1870,"West Baton Rouge, Louisiana","West Baton Rouge","Louisiana","220","West Baton Rouge","1210",5114,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",1900,37.1529,11.7325,5000,,,527.9,"wave_coverage_differs"
"G2201250",1870,1870,"West Feliciana, Louisiana","West Feliciana","Louisiana","220","West Feliciana","1250",10499,1870,7,"total religious edifices from NHGIS table NT44 (AK8001)",2950,28.0979,6.6673,23350,,,1074.06,"wave_coverage_differs"
"G3601190",1870,1870,"Westchester, New York","Westchester","New York","360","Westchester","1190",131348,1870,202,"total religious edifices from NHGIS table NT44 (AK8001)",79950,60.8688,15.379,4083800,,,1274.09,"wave_coverage_differs"
"G4201290",1870,1870,"Westmoreland, Pennsylvania","Westmoreland","Pennsylvania","420","Westmoreland","1290",58719,1870,144,"total religious edifices from NHGIS table NT44 (AK8001)",48215,82.1114,24.5236,853112,,,2683.5,"wave_coverage_differs"
"G5101930",1870,1870,"Westmoreland, Virginia","Westmoreland","Virginia","510","Westmoreland","1930",7682,1870,16,"total religious edifices from NHGIS table NT44 (AK8001)",3600,46.8628,20.8279,21000,,,608.26,"wave_coverage_differs"
"G5401030",1870,1870,"Wetzel, West Virginia","Wetzel","West Virginia","540","Wetzel","1030",8595,1870,12,"total religious edifices from NHGIS table NT44 (AK8001)",2875,33.4497,13.9616,10900,,,935.84,"wave_coverage_differs"
"G2601650",1870,1870,"Wexford, Michigan","Wexford","Michigan","260","Wexford","1650",650,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",150,23.0769,15.3846,1000,,,1490.47,"wave_coverage_differs"
"G4804810",1870,1870,"Wharton, Texas","Wharton","Texas","480","Wharton","4810",3426,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",1500,43.7828,14.5943,6800,,,2834.42,"wave_coverage_differs"
"G5350515",1870,1870,"Whatcom, Washington Territory","Whatcom","Washington Territory","535","Whatcom","0515",534,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,10144.29,"wave_coverage_differs"
"G0501450",1870,1870,"White, Arkansas","White","Arkansas","050","White","1450",10347,1870,44,"total religious edifices from NHGIS table NT44 (AK8001)",6600,63.7866,42.5244,22000,,,2917.39,"wave_coverage_differs"
"G1303110",1870,1870,"White, Georgia","White","Georgia","130","White","3110",4606,1870,14,"total religious edifices from NHGIS table NT44 (AK8001)",2725,59.162,30.3951,5550,,,625.36,"wave_coverage_differs"
"G1701930",1870,1870,"White, Illinois","White","Illinois","170","White","1930",16846,1870,39,"total religious edifices from NHGIS table NT44 (AK8001)",11275,66.9298,23.1509,56725,,,1299.81,"wave_coverage_differs"
"G1801810",1870,1870,"White, Indiana","White","Indiana","180","White","1810",10554,1870,13,"total religious edifices from NHGIS table NT44 (AK8001)",3650,34.584,12.3176,26500,,,1317.47,"wave_coverage_differs"
"G4701850",1870,1870,"White, Tennessee","White","Tennessee","470","White","1850",9375,1870,31,"total religious edifices from NHGIS table NT44 (AK8001)",13100,139.7333,33.0667,33000,,,951.75,"wave_coverage_differs"
"G3200330",1870,1870,"White Pine, Nevada","White Pine","Nevada","320","White Pine","0330",7189,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,16983.39,"wave_coverage_differs"
"G1701950",1870,1870,"Whiteside, Illinois","Whiteside","Illinois","170","Whiteside","1950",27503,1870,35,"total religious edifices from NHGIS table NT44 (AK8001)",11250,40.9046,12.7259,180800,,,1803.94,"wave_coverage_differs"
"G1303130",1870,1870,"Whitfield, Georgia","Whitfield","Georgia","130","Whitfield","3130",10117,1870,39,"total religious edifices from NHGIS table NT44 (AK8001)",11090,109.6175,38.549,30675,,,753.84,"wave_coverage_differs"
"G1801830",1870,1870,"Whitley, Indiana","Whitley","Indiana","180","Whitley","1830",14399,1870,23,"total religious edifices from NHGIS table NT44 (AK8001)",14500,100.7014,15.9733,48500,,,875.19,"wave_coverage_differs"
"G2102350",1870,1870,"Whitley, Kentucky","Whitley","Kentucky","210","Whitley","2350",8278,1870,24,"total religious edifices from NHGIS table NT44 (AK8001)",2392,28.8959,28.9925,3150,,,1602.45,"wave_coverage_differs"
"G4804850",1870,1870,"Wichita, Texas","Wichita","Texas","480","Wichita","4850",,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,1639.75,"wave_coverage_differs"
"G2400450",1870,1870,"Wicomico, Maryland","Wicomico","Maryland","240","Wicomico","0450",15802,1870,76,"total religious edifices from NHGIS table NT44 (AK8001)",14800,93.659,48.0952,114000,,,993.57,"wave_coverage_differs"
"G4804870",1870,1870,"Wilbarger, Texas","Wilbarger","Texas","480","Wilbarger","4870",,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,2532.73,"wave_coverage_differs"
"G0101310",1870,1870,"Wilcox, Alabama","Wilcox","Alabama","010","Wilcox","1310",28377,1870,61,"total religious edifices from NHGIS table NT44 (AK8001)",15050,53.0359,21.4963,42250,,,2350.19,"wave_coverage_differs"
"G1303150",1870,1870,"Wilcox, Georgia","Wilcox","Georgia","130","Wilcox","3150",2439,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",400,16.4002,20.5002,1600,,,1115.72,"wave_coverage_differs"
"G1303170",1870,1870,"Wilkes, Georgia","Wilkes","Georgia","130","Wilkes","3170",11796,1870,19,"total religious edifices from NHGIS table NT44 (AK8001)",6000,50.8647,16.1072,24700,,,1219.73,"wave_coverage_differs"
"G3701930",1870,1870,"Wilkes, North Carolina","Wilkes","North Carolina","370","Wilkes","1930",15539,1870,65,"total religious edifices from NHGIS table NT44 (AK8001)",6150,39.5778,41.8302,10552,,,1977.78,"wave_coverage_differs"
"G2701670",1870,1870,"Wilkin, Minnesota","Wilkin","Minnesota","270","Wilkin","1670",295,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,2514.56,"wave_coverage_differs"
"G1303190",1870,1870,"Wilkinson, Georgia","Wilkinson","Georgia","130","Wilkinson","3190",9383,1870,26,"total religious edifices from NHGIS table NT44 (AK8001)",11000,117.2333,27.7097,13000,,,1175.93,"wave_coverage_differs"
"G2801570",1870,1870,"Wilkinson, Mississippi","Wilkinson","Mississippi","280","Wilkinson","1570",12705,1870,34,"total religious edifices from NHGIS table NT44 (AK8001)",9650,75.9543,26.7611,70000,,,1781.13,"wave_coverage_differs"
"G1701970",1870,1870,"Will, Illinois","Will","Illinois","170","Will","1970",43013,1870,58,"total religious edifices from NHGIS table NT44 (AK8001)",17930,41.6851,13.4843,346651,,,2199.51,"wave_coverage_differs"
"G3901710",1870,1870,"Williams, Ohio","Williams","Ohio","390","Williams","1710",20991,1870,44,"total religious edifices from NHGIS table NT44 (AK8001)",12450,59.3111,20.9614,70350,,,1095.8,"wave_coverage_differs"
"G4500890",1870,1870,"Williamsburg, South Carolina","Williamsburg","South Carolina","450","Williamsburg","0890",15489,1870,20,"total religious edifices from NHGIS table NT44 (AK8001)",4750,30.6669,12.9124,16200,,,2951.36,"wave_coverage_differs"
"G1701990",1870,1870,"Williamson, Illinois","Williamson","Illinois","170","Williamson","1990",17329,1870,13,"total religious edifices from NHGIS table NT44 (AK8001)",2100,12.1184,7.5019,16500,,,1150.89,"wave_coverage_differs"
"G4701870",1870,1870,"Williamson, Tennessee","Williamson","Tennessee","470","Williamson","1870",25328,1870,45,"total religious edifices from NHGIS table NT44 (AK8001)",14300,56.4593,17.7669,104200,,,1514.31,"wave_coverage_differs"
"G4804910",1870,1870,"Williamson, Texas","Williamson","Texas","480","Williamson","4910",6368,1870,13,"total religious edifices from NHGIS table NT44 (AK8001)",2900,45.5402,20.4146,4500,,,2938.94,"wave_coverage_differs"
"G2002050",1870,1870,"Wilson, Kansas","Wilson","Kansas","200","Wilson","2050",6694,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,1489.43,"wave_coverage_differs"
"G3701950",1870,1870,"Wilson, North Carolina","Wilson","North Carolina","370","Wilson","1950",12258,1870,21,"total religious edifices from NHGIS table NT44 (AK8001)",7020,57.2687,17.1317,16550,,,910.96,"wave_coverage_differs"
"G4701890",1870,1870,"Wilson, Tennessee","Wilson","Tennessee","470","Wilson","1890",25881,1870,51,"total religious edifices from NHGIS table NT44 (AK8001)",15350,59.3099,19.7056,130500,,,1533.98,"wave_coverage_differs"
"G4804930",1870,1870,"Wilson, Texas","Wilson","Texas","480","Wilson","4930",2556,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",400,15.6495,3.9124,5000,,,2182.38,"wave_coverage_differs"
"G0900150",1870,1870,"Windham, Connecticut","Windham","Connecticut","090","Windham","0150",38518,1870,81,"total religious edifices from NHGIS table NT44 (AK8001)",22995,59.6994,21.0291,593500,,,1438.16,"wave_coverage_differs"
"G5000250",1870,1870,"Windham, Vermont","Windham","Vermont","500","Windham","0250",26036,1870,74,"total religious edifices from NHGIS table NT44 (AK8001)",24100,92.5641,28.4222,294050,,,2066.99,"wave_coverage_differs"
"G5000270",1870,1870,"Windsor, Vermont","Windsor","Vermont","500","Windsor","0270",36063,1870,92,"total religious edifices from NHGIS table NT44 (AK8001)",32025,88.8029,25.5109,415700,,,2524.38,"wave_coverage_differs"
"G2201270",1870,1870,"Winn, Louisiana","Winn","Louisiana","220","Winn","1270",4954,1870,33,"total religious edifices from NHGIS table NT44 (AK8001)",4700,94.8728,66.6128,8200,,,2478.16,"wave_coverage_differs"
"G1702010",1870,1870,"Winnebago, Illinois","Winnebago","Illinois","170","Winnebago","2010",29301,1870,41,"total religious edifices from NHGIS table NT44 (AK8001)",16150,55.1176,13.9927,374600,,,1344.85,"wave_coverage_differs"
"G1901890",1870,1870,"Winnebago, Iowa","Winnebago","Iowa","190","Winnebago","1890",1562,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",200,12.8041,6.402,1500,,,1040.44,"wave_coverage_differs"
"G5501390",1870,1870,"Winnebago, Wisconsin","Winnebago","Wisconsin","550","Winnebago","1390",37279,1870,59,"total religious edifices from NHGIS table NT44 (AK8001)",18250,48.9552,15.8266,237700,,,1498.51,"wave_coverage_differs"
"G3109035",1870,1870,"Winnebago Reservation, Nebraska","Winnebago Reservation","Nebraska","310","Winnebago Reservation","9035",31,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,421.51,"wave_coverage_differs"
