"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521736","SK0426521736","Nižná Myšľa",2021,1568,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1251,79.78,208,13.27,,,,12.55,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521744","SK0426521744","Nižný Čaj",2021,286,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",243,84.97,36,12.59,,,,3.01,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521752","SK0426521752","Nižný Klátov",2021,878,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",616,70.16,220,25.06,,,,5.9,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521761","SK0426521761","Nižný Lánec",2021,447,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",409,91.5,14,3.13,,,,3.87,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521779","SK0426521779","Turnianska Nová Ves",2021,308,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",288,93.51,17,5.52,,,,6.26,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521787","SK0426521787","Nováčany",2021,749,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",553,73.83,147,19.63,,,,16.99,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521795","SK0426521795","Nová Polhora",2021,504,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",428,84.92,70,13.89,,,,2.04,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521809","SK0426521809","Nový Salaš",2021,221,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",192,86.88,25,11.31,,,,11.2,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521817","SK0426521817","Obišovce",2021,471,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",366,77.71,101,21.44,,,,10.01,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521825","SK0426521825","Olšovany",2021,676,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",517,76.48,158,23.37,,,,9.94,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521833","SK0426521833","Opátka",2021,103,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",84,81.55,16,15.53,,,,13.8,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521841","SK0426521841","Opiná",2021,196,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",178,90.82,16,8.16,,,,12.14,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521850","SK0426521850","Paňovce",2021,589,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",497,84.38,86,14.6,,,,20.6,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521868","SK0426521868","Peder",2021,389,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",349,89.72,38,9.77,,,,11.4,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521876","SK0426521876","Perín-Chym",2021,1532,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1268,82.77,187,12.21,,,,41.53,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521884","SK0426521884","Ploské (Okres Košice - okolie)",2021,952,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",786,82.56,131,13.76,,,,9.95,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521892","SK0426521892","Poproč (Okres Košice - okolie)",2021,2681,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",2119,79.04,429,16,,,,26.44,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521906","SK0426521906","Rákoš (Okres Košice - okolie)",2021,359,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",308,85.79,32,8.91,,,,10.59,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521914","SK0426521914","Rankovce",2021,954,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",792,83.02,113,11.84,,,,14.58,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521922","SK0426521922","Rešica",2021,335,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",301,89.85,21,6.27,,,,12.59,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521931","SK0426521931","Rozhanovce",2021,2591,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",2045,78.93,384,14.82,,,,21.89,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521949","SK0426521949","Rudník (Okres Košice - okolie)",2021,608,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",504,82.89,75,12.34,,,,23.16,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521957","SK0426521957","Ruskov",2021,1572,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1301,82.76,210,13.36,,,,20.27,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521965","SK0426521965","Sady nad Torysou",2021,1964,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1534,78.11,255,12.98,,,,8.52,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521973","SK0426521973","Seňa",2021,2170,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1740,80.18,342,15.76,,,,22.72,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426521981","SK0426521981","Skároš",2021,1108,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1019,91.97,67,6.05,,,,36.79,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522007","SK0426522007","Slanec",2021,1489,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1200,80.59,213,14.3,,,,20.46,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522015","SK0426522015","Slanská Huta",2021,239,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",199,83.26,31,12.97,,,,14.05,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522023","SK0426522023","Slanské Nové Mesto",2021,464,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",410,88.36,40,8.62,,,,29.75,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522031","SK0426522031","Sokoľ",2021,1250,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1003,80.24,221,17.68,,,,15.74,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522040","SK0426522040","Svinica",2021,989,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",796,80.49,123,12.44,,,,27.29,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522066","SK0426522066","Šemša",2021,846,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",604,71.39,210,24.82,,,,17.22,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522074","SK0426522074","Štós",2021,737,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",545,73.95,139,18.86,,,,31.5,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522082","SK0426522082","Trebejov",2021,206,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",139,67.48,64,31.07,,,,7.66,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522091","SK0426522091","Trsťany",2021,302,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",248,82.12,53,17.55,,,,6.57,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522104","SK0426522104","Trstené pri Hornáde",2021,1471,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1276,86.74,118,8.02,,,,13.35,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522121","SK0426522121","Vajkovce",2021,941,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",656,69.71,214,22.74,,,,3.91,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522139","SK0426522139","Valaliky",2021,4475,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",3650,81.56,522,11.66,,,,8.46,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522147","SK0426522147","Veľká Ida",2021,3911,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",3399,86.91,263,6.72,,,,30.99,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522155","SK0426522155","Veľká Lodina",2021,318,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",256,80.5,41,12.89,,,,19.53,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522163","SK0426522163","Vtáčkovce",2021,1243,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1107,89.06,74,5.95,,,,3.8,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522171","SK0426522171","Vyšná Hutka",2021,508,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",422,83.07,72,14.17,,,,3.64,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522180","SK0426522180","Vyšná Kamenica",2021,331,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",280,84.59,49,14.8,,,,11.25,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522198","SK0426522198","Vyšná Myšľa",2021,957,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",829,86.62,108,11.29,,,,8.87,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522201","SK0426522201","Vyšný Čaj",2021,329,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",304,92.4,24,7.29,,,,4.75,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522210","SK0426522210","Vyšný Klátov",2021,470,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",405,86.17,58,12.34,,,,17.94,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522244","SK0426522244","Zlatá Idka",2021,392,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",297,75.77,78,19.9,,,,16.7,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522252","SK0426522252","Žarnov",2021,433,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",360,83.14,37,8.55,,,,7.28,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426522261","SK0426522261","Ždaňa",2021,1383,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1171,84.67,111,8.03,,,,5.44,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426559687","SK0426559687","Kechnec",2021,1137,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",993,87.34,113,9.94,,,,9.73,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426559784","SK0426559784","Turňa nad Bodvou",2021,3700,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",2742,74.11,371,10.03,,,,23.31,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426559831","SK0426559831","Bočiar",2021,249,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",214,85.94,24,9.64,,,,0.48,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426559865","SK0426559865","Sokoľany",2021,1361,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1137,83.54,137,10.07,,,,3.57,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426559873","SK0426559873","Dvorníky-Včeláre",2021,512,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",456,89.06,41,8.01,,,,13.19,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426559881","SK0426559881","Zádiel",2021,155,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",142,91.61,11,7.1,,,,3.49,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426580252","SK0426580252","Milhosť",2021,392,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",308,78.57,69,17.6,,,,7.94,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426582093","SK0426582093","Vyšný Medzev",2021,522,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",349,66.86,152,29.12,,,,32.74,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426582514","SK0426582514","Kostoľany nad Hornádom",2021,1247,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",993,79.63,206,16.52,,,,6.99,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0426599310","SK0426599310","Chorváty",2021,103,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",97,94.17,3,2.91,,,,3.27,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0427513857","SK0427513857","Budince",2021,226,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",201,88.94,10,4.42,,,,2.01,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0427522279","SK0427522279","Michalovce",2021,36704,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",26737,72.84,6363,17.34,,,,52.42,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0427522287","SK0427522287","Bajany",2021,463,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",440,95.03,15,3.24,,,,5.74,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0427522295","SK0427522295","Bánovce nad Ondavou",2021,697,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",624,89.53,52,7.46,,,,12.14,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0427522368","SK0427522368","Bracovce",2021,931,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",852,91.51,64,6.87,,,,9.49,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0427522376","SK0427522376","Budkovce",2021,1498,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1238,82.64,227,15.15,,,,19.85,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0427522392","SK0427522392","Čečehov",2021,385,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",317,82.34,54,14.03,,,,7.72,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0427522406","SK0427522406","Dúbravka",2021,674,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",611,90.65,47,6.97,,,,10.18,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0427522414","SK0427522414","Falkušovce",2021,662,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",561,84.74,52,7.85,,,,9.38,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0427522431","SK0427522431","Hatalov",2021,731,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",678,92.75,32,4.38,,,,8.66,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0427522449","SK0427522449","Hažín",2021,482,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",398,82.57,68,14.11,,,,16.26,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0427522465","SK0427522465","Hnojné",2021,232,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",177,76.29,43,18.53,,,,6.89,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0427522481","SK0427522481","Horovce (Okres Michalovce)",2021,872,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",807,92.55,39,4.47,,,,13.32,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0427522511","SK0427522511","Iňačovce",2021,825,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",570,69.09,233,28.24,,,,17.35,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0427522546","SK0427522546","Jastrabie pri Michalovciach",2021,297,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",241,81.14,50,16.84,,,,5.76,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0427522562","SK0427522562","Jovsa",2021,838,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",693,82.7,68,8.11,,,,18.67,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0427522571","SK0427522571","Kačanov",2021,506,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",433,85.57,69,13.64,,,,6.03,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0427522589","SK0427522589","Kaluža",2021,442,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",373,84.39,57,12.9,,,,9.62,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0427522597","SK0427522597","Klokočov (Okres Michalovce)",2021,409,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",355,86.8,40,9.78,,,,12.18,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
